,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Pret
5226,3,76,76,87,decomand,1,Parter / 7,1,2,1992,beton,bloc de apartamente,P+7E,NaN,NaN,NaN,105.000
5227,2,41,NaN,41,semidecomand,1,Etaj 4 / 10,1,1,1975,altele,bloc de apartamente,P+10E,NaN,NaN,NaN,55.000
5228,3,71,NaN,81,decomand,NaN,Etaj 3 / 4,1,2,1984,caramida,bloc de apartamente,P+4E,NaN,NaN,2,90.000
5229,1,41,41,50,semidecomand,lux,Etaj 4 / 5,1,1,Între 2000 şi 2010,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,79.200
5230,4,"82,92 ",NaN,100,semidecomand,1,Parter / 3,1,2,2019,beton,bloc de apartamente,D+P+3E,NaN,1,NaN,160.000
5231,1,31,NaN,31,semidecomand,1,Etaj 6 / 10,1,1,1968,altele,bloc de apartamente,P+10E,NaN,NaN,1,54.000
5232,3,"65,5 ",65.5,"74,67 ",decomand,1,Etaj 7 / 8,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+8E+M,NaN,1,1 (închise),57.312
5233,1,"40,68 ",NaN,"48,7 ",decomand,1,Etaj 3 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,44.748
5234,2,57,NaN,68,decomand,1,Etaj 8 / 9,1,1,1968,NaN,bloc de apartamente,P+9E,NaN,NaN,1,85.000
5235,2,"51,2 ",NaN,62,semidecomand,1,Etaj 6 / 7,1,1,2016,beton,bloc de apartamente,D+P+7E,NaN,NaN,NaN,61.000
5236,3,"67,24 ",67.24,"97,24 ",decomand,lux,Etaj 6 / 6,1,2,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,NaN,1,121.000
5237,2,53,NaN,"63,6 ",semidecomand,1,Etaj 2 / 10,NaN,1,1976,NaN,bloc de apartamente,P+10E,NaN,NaN,1,59.000
5238,2,52,NaN,55,decomand,1,Etaj 7 / 7,1,1,2019,beton,bloc de apartamente,P+7E,1,NaN,NaN,105.000
5239,2,48,NaN,57,semidecomand,1,Etaj 10 / 10,1,1,1975,NaN,bloc de apartamente,P+10E,NaN,1,1,49.200
5240,3,70,70,80,decomand,1,Etaj 7 / 8,1,2,NaN,NaN,bloc de apartamente,P+8E,NaN,NaN,1 (închise),119.000
5241,2,70,70,75,decomand,1,Etaj 1 / 6,1,1,2021 (in constructie),caramida,bloc de apartamente,P+6E,NaN,NaN,1,64.500
5242,3,"83,2 ",NaN,"89,3 ",decomand,1,Parter / 7,1,2,2020 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,118.857
5243,3,"86,09 ",NaN,104,decomand,lux,Etaj 2 / 6,1,2,2009,beton,bloc de apartamente,P+6E,NaN,NaN,3,169.000
5244,2,48,NaN,55,semidecomand,1,Etaj 7 / 10,1,1,1986,altele,bloc de apartamente,P+10E,NaN,NaN,NaN,67.000
5245,2,5.63,NaN,NaN,decomand,1,Etaj 3 / 4,NaN,NaN,2020 (in constructie),NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,54.900
5246,3,75,75,80,decomand,1,Etaj 1 / 4,1,2,1982,beton,bloc de apartamente,P+4E,NaN,1,NaN,169.900
5247,3,109,NaN,"152,4 ",semidecomand,lux,Etaj 2 / 14,1,2,2016,NaN,bloc de apartamente,P+14E,1,1,1,330.000
5248,3,84,NaN,NaN,decomand,lux,Etaj 3 / 5,NaN,2,Între 2000 şi 2010,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,153.000
5249,2,"57,22 ",57.222,65,decomand,1,Parter / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,1,1,73.000
5250,4,180,NaN,190,decomand,1,Etaj 3 / 3,1,2,1928,NaN,casa/vila,P+3E,NaN,NaN,NaN,197.000
5251,2,55,NaN,66,semidecomand,1,Etaj 3 / 4,1,1,1986,NaN,bloc de apartamente,P+4E,NaN,NaN,1,130.000
5252,3,75,NaN,87,decomand,1,Etaj 7 / 8,1,2,1991,beton,bloc de apartamente,S+P+8E,NaN,NaN,3,131.500
5253,3,"75,56 ",NaN,90,decomand,1,Parter / 7,1,2,2019,NaN,bloc de apartamente,P+7E,NaN,1,1,110.000
5254,2,53,NaN,60,decomand,1,Etaj 9 / 10,1,1,1983,beton,bloc de apartamente,P+10E,NaN,NaN,1,67.500
5255,2,75,NaN,75,decomand,1,Etaj 4 / 5,1,2,1935,beton,bloc de apartamente,P+5E,NaN,NaN,2 (închise),97.000
5256,2,53,NaN,53,decomand,1,Etaj 2 / 4,1,1,1982,altele,bloc de apartamente,P+4E,NaN,NaN,NaN,88.000
5257,5,116,NaN,140,circul,1,Etaj 4 / 4,1,2,1968,NaN,bloc de apartamente,P+4E,NaN,NaN,2,249.000
5258,3,72,NaN,80,decomand,1,Etaj 4 / 4,1,1,1982,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,119.999
5259,2,55,NaN,65,decomand,lux,Etaj 2 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,103.000
5260,2,56,NaN,"67,2 ",semidecomand,1,Etaj 3 / 10,NaN,1,1980,NaN,bloc de apartamente,P+10E,NaN,NaN,1,68.000
5261,3,69,NaN,NaN,semidecomand,1,Parter / 2,1,1,2008,NaN,bloc de apartamente,P+2E,NaN,2,NaN,65.000
5262,1,36,NaN,40,NaN,1,Etaj 1 / 7,1,1,1960,altele,bloc de apartamente,P+7E,NaN,1,NaN,59.800
5263,3,70,NaN,80,decomand,1,Etaj 4 / 8,1,2,1984,beton,bloc de apartamente,P+8E,NaN,1,1,93.000
5264,7,239,NaN,312,decomand,1,Etaj 5 / 5,NaN,4,2019,NaN,bloc de apartamente,D+P+5E,NaN,NaN,NaN,555.000
5265,2,54,62,70,decomand,lux,Etaj 5 / 6,1,1,2010,beton,bloc de apartamente,P+6E,NaN,NaN,1,91.500
5266,2,49,49,"55,86 ",decomand,1,Etaj 3 / 8,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+8E,NaN,1,1 (închise),45.325
5267,2,50,NaN,60,decomand,1,Etaj 1 / 12,1,1,2019,NaN,bloc de apartamente,P+12E,NaN,NaN,1,119.900
5268,1,36,NaN,43,decomand,1,Parter / 8,1,1,1986,NaN,bloc de apartamente,P+8E,NaN,1,NaN,50.000
5269,3,83,NaN,96,decomand,1,Etaj 1 / 6,1,2,1990,beton,bloc de apartamente,P+6E,NaN,NaN,3,204.000
5270,3,"85,11 ",99.51,"118,51 ",decomand,1,Etaj 1 / 3,1,2,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,147.700
5271,3,60,NaN,NaN,semidecomand,NaN,Etaj 2 / 4,1,1,1965,NaN,bloc de apartamente,P+4E,NaN,NaN,1 (închise),64.800
5272,2,45,NaN,54,semidecomand,2,Etaj 7 / 10,1,1,1965,NaN,bloc de apartamente,P+10E,NaN,NaN,1,79.000
5273,4,"148,45 ",NaN,"228,54 ",decomand,lux,Etaj 4 / 4,1,4,2017,NaN,bloc de apartamente,P+4E,NaN,2,NaN,869.999
5274,3,72,NaN,100,decomand,1,Parter / 2,1,2,2010,caramida,casa/vila,P+2E+M,NaN,2,NaN,86.000
5275,3,80,NaN,100,decomand,lux,Etaj 3 / 11,NaN,NaN,2016,NaN,bloc de apartamente,P+11E,NaN,NaN,NaN,214.800
5276,3,72,NaN,85,decomand,1,Etaj 8 / 11,1,1,2009,beton,bloc de apartamente,P+11E,NaN,NaN,1,128.000
5277,2,60,66,79,decomand,1,Etaj 8 / 8,1,1,1992,beton,bloc de apartamente,S+P+8E,NaN,NaN,2,149.000
5278,2,44,NaN,53,semidecomand,1,Etaj 4 / 7,NaN,1,1966,NaN,bloc de apartamente,P+7E,NaN,NaN,1,75.000
5279,3,132,NaN,149,semidecomand,1,Etaj 1 / 7,1,2,1946,beton,bloc de apartamente,P+7E,NaN,NaN,1,165.000
5280,4,85,NaN,100,semidecomand,1,Etaj 7 / 8,1,2,1981,NaN,bloc de apartamente,P+8E,NaN,NaN,2,105.000
5281,2,69,74,84,decomand,1,Etaj 2 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,82.000
5282,4,140,NaN,155,decomand,lux,Parter / 3,1,2,2014,NaN,bloc de apartamente,P+3E,NaN,1,NaN,278.000
5283,2,"55,1 ",59.38,"79,06 ",semidecomand,1,Etaj 1 / 12,1,2,După 2010,beton,bloc de apartamente,P+12E,NaN,NaN,1,116.000
5284,3,"77,8 ",NaN,"101,14 ",semidecomand,1,Etaj 5 / 14,1,2,2010,caramida,bloc de apartamente,P+14E,NaN,2,1,137.000
5285,2,68,69,76,decomand,1,Parter / 9,1,1,2010,beton,bloc de apartamente,S+P+9E,NaN,1,1,88.000
5286,2,"53,1 ",NaN,"56,9 ",decomand,1,Etaj 1 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,54.060
5287,3,90,NaN,108,semidecomand,1,Etaj 1 / 4,1,2,2019,caramida,bloc de apartamente,P+4E,NaN,3,1,121.000
5288,3,70,NaN,75,decomand,1,Etaj 3 / 8,1,2,1984,NaN,bloc de apartamente,P+8E,NaN,NaN,1 (închise),97.000
5289,2,51,NaN,63,semidecomand,1,Etaj 4 / 7,1,1,2020 (in constructie),caramida,bloc de apartamente,S+D+P+7E,NaN,NaN,1,126.000
5290,2,"39,7 ",NaN,46,semidecomand,2,Etaj 3 / 3,1,1,1958,beton,bloc de apartamente,P+3E,NaN,NaN,1,77.500
5291,2,50,NaN,65,semidecomand,1,Etaj 2 / 4,1,1,2017,NaN,bloc de apartamente,P+4E,NaN,NaN,1,59.000
5292,1,40,NaN,NaN,semidecomand,1,Etaj 2 / 2,NaN,NaN,Între 1941 şi 1977,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,65.000
5293,1,32,32,38,semidecomand,1,Etaj 3 / 10,1,1,1982,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),54.900
5294,3,83,NaN,97,decomand,lux,Etaj 2 / 4,1,2,2021 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,1,201.000
5295,1,"40,68 ",NaN,"48,7 ",decomand,1,Etaj 10 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,44.748
5296,4,"153,65 ",NaN,340,semidecomand,1,Parter / 5,1,3,2008,NaN,bloc de apartamente,D+P+5E,1,1,NaN,544.000
5297,3,80,NaN,86,decomand,1,Etaj 6 / 8,1,2,1996,beton,bloc de apartamente,P+8E,NaN,NaN,1,178.900
5298,3,76,84,90,decomand,lux,Etaj 7 / 8,1,1,1992,beton,bloc de apartamente,P+8E,NaN,1,2,249.000
5299,2,53,NaN,65,semidecomand,1,Etaj 4 / 8,1,1,1975,beton,bloc de apartamente,P+8E,NaN,NaN,1,66.500
5300,2,56,62,75,decomand,lux,Etaj 4 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,56.000
5301,2,57,66,80,decomand,1,Etaj 1 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,1,1,57.500
5302,2,"52,81 ",52.81,64,decomand,1,Etaj 4 / 5,1,1,2020 (finalizata),beton,bloc de apartamente,P+5E,NaN,1,1,55.000
5303,4,202,NaN,284,decomand,lux,Etaj 3 / 7,1,4,2017,NaN,bloc de apartamente,P+7E,1,1,2,1.290.000 
5304,2,50,NaN,60,decomand,1,Etaj 2 / 4,NaN,1,NaN,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,54.000
5305,3,"83,49 ",NaN,"89,7 ",decomand,1,Parter / 7,1,2,2020 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,119.271
5306,3,"83,49 ",NaN,"89,7 ",decomand,1,Parter / 7,1,2,2020 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,119.271
5307,2,52,52,63,decomand,lux,Parter / 4,1,1,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,1,71.500
5308,3,137,NaN,162,decomand,1,Etaj 1 / 7,NaN,NaN,2016,NaN,bloc de apartamente,P+7E,NaN,NaN,NaN,143.600
5309,3,120,NaN,NaN,decomand,lux,Etaj 11 / 12,1,2,2020,beton,bloc de apartamente,P+12E,NaN,1,NaN,205.000
5310,1,87,NaN,104,decomand,1,Etaj 4 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,NaN,2,83.800
5311,2,57,57,65,semidecomand,1,Etaj 1 / 1,1,1,2020 (in constructie),beton,bloc de apartamente,P+1E+M,NaN,1,NaN,69.000
5312,2,"45,3 ",NaN,62,decomand,1,Etaj 3 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,1,2,106.000
5313,4,230,NaN,284,decomand,lux,Etaj 3 / 7,1,4,2017,beton,bloc de apartamente,P+7E,1,1,NaN,1.290.000 
5314,5,"256,16 ",NaN,"293,5 ",decomand,lux,Etaj 5 / 5,1,4,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,675.000
5315,3,70,NaN,NaN,decomand,1,Etaj 8 / 9,1,2,1987,beton,bloc de apartamente,P+9E,NaN,NaN,2,97.000
5316,2,52,NaN,62,decomand,1,Etaj 8 / 9,1,1,1983,beton,bloc de apartamente,P+9E,NaN,NaN,1,95.000
5317,2,53,53,57,semidecomand,lux,Parter,1,1,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,55.000
5318,2,NaN,NaN,NaN,semidecomand,1,Etaj 1 / 9,NaN,NaN,Între 1941 şi 1977,NaN,bloc de apartamente,P+9E,NaN,NaN,NaN,58.000
5319,2,54,54,NaN,circul,1,Etaj 9 / 10,1,1,1970,NaN,bloc de apartamente,P+10E,NaN,NaN,1,80.000
5320,2,58,NaN,NaN,decomand,lux,Etaj 1 / 12,NaN,NaN,2009,NaN,bloc de apartamente,P+12E,NaN,NaN,NaN,129.000
5321,2,56,NaN,71,decomand,1,Etaj 9 / 9,1,1,2020 (in constructie),beton,bloc de apartamente,P+9E,NaN,NaN,1,93.100
5322,1,"43,98 ",NaN,"51,3 ",decomand,1,Etaj 1 / 6,1,1,2020 (in constructie),caramida,bloc de apartamente,P+6E,NaN,NaN,1,48.488
5323,3,"64,9 ",NaN,"83,2 ",semidecomand,1,Etaj 2 / 2,1,2,2011,NaN,bloc de apartamente,P+2E+M,NaN,NaN,1,97.000
5324,1,35,35,45,decomand,1,Etaj 1 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E+M,NaN,NaN,1,36.900
5325,3,74,NaN,89,semidecomand,1,Etaj 4 / 10,1,1,1977,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,145.000
5326,1,"34,71 ",NaN,"41,65 ",decomand,1,Etaj 1 / 4,1,1,2021 (in constructie),NaN,bloc de apartamente,P+4E,NaN,NaN,1,70.280
5327,2,60,NaN,72,semidecomand,1,Etaj 2 / 8,NaN,2,2018,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,115.000
5328,2,55,NaN,60,decomand,1,Etaj 9 / 9,1,1,1987,beton,bloc de apartamente,P+9E,NaN,1,1,71.750
5329,2,"54,13 ",54.13,65,decomand,1,Etaj 1 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,1,1,46.397
5330,2,60,60,70,decomand,1,Parter / 8,1,1,1989,beton,bloc de apartamente,S+P+8E,NaN,NaN,NaN,65.000
5331,4,235,NaN,290,decomand,lux,Parter / 2,1,3,2020 (finalizata),NaN,bloc de apartamente,D+P+2E,2,2,1,260.000
5332,2,50,50,62,decomand,1,Etaj 5 / 7,1,1,2020 (finalizata),beton,bloc de apartamente,P+7E,NaN,1,1,52.500
5333,1,43,50,61,NaN,lux,Etaj 2 / 8,1,1,2020 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,104.500
5334,2,48,NaN,NaN,decomand,NaN,Etaj 1 / 6,NaN,1,2014,NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,130.000
5335,2,37,NaN,46,semidecomand,2,Etaj 2 / 2,1,1,1960,NaN,bloc de apartamente,P+2E,NaN,NaN,1,75.000
5336,1,28,NaN,31,semidecomand,1,Etaj 7 / 10,NaN,1,1978,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,45.500
5337,3,65,NaN,70,decomand,lux,Parter / 1,NaN,2,2011,beton,bloc de apartamente,P+1E,NaN,NaN,NaN,78.500
5338,1,"31,5 ",31.5,38,decomand,1,Etaj 3 / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,29.500
5339,2,"59,41 ",NaN,NaN,decomand,lux,Etaj 1 / 6,NaN,NaN,2020 (finalizata),NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,57.000
5340,3,100,116,120,decomand,lux,Etaj 1 / 3,1,1,1891,beton,bloc de apartamente,S+P+3E+M,NaN,NaN,NaN,117.000
5341,4,175,175,205,decomand,lux,Etaj 5 / 6,1,3,2006,beton,bloc de apartamente,S+P+6E,1,1,1,406.000
5342,2,57,57,65,decomand,1,Etaj 2 / 7,1,1,2020 (finalizata),beton,bloc de apartamente,S+D+P+7E,NaN,1,1,57.900
5343,1,"41,22 ",NaN,"44,3 ",decomand,1,Parter / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,44.082
5344,3,"86,5 ",95,107,decomand,lux,Etaj 8 / 11,1,2,2016,beton,bloc de apartamente,S+P+11E,1,1,1,187.000
5345,1,"40,68 ",NaN,"48,7 ",decomand,1,Etaj 10 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,44.748
5346,3,72,72,86,decomand,lux,Etaj 1 / 6,1,2,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,1,1,72.900
5347,3,74,NaN,79,decomand,1,Etaj 5 / 8,NaN,2,1986,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,155.000
5348,2,82,NaN,99,semidecomand,lux,Etaj 8 / 11,1,1,2008,NaN,bloc de apartamente,P+11E,NaN,1,NaN,210.000
5349,1,41,NaN,65,decomand,1,Etaj 1 / 6,NaN,1,2020 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,1,1,43.800
5350,3,"48,23 ",NaN,"67,21 ",decomand,2,Etaj 10 / 10,1,1,1972,beton,bloc de apartamente,P+10E,NaN,NaN,1,59.000
5351,4,"113,76 ",NaN,140,decomand,lux,Parter / 4,1,3,2017,NaN,bloc de apartamente,P+4E,NaN,2,1,329.900
5352,2,56,NaN,56,decomand,1,Etaj 4 / 8,NaN,1,1974,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,64.800
5353,3,"80,99 ",NaN,"91,25 ",decomand,1,Etaj 4 / 4,1,2,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,156.000
5354,2,44,52,63,decomand,1,Etaj 3 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,89.100
5355,10,608,NaN,700,decomand,lux,Etaj 2 / 2,NaN,5,NaN,NaN,casa/vila,P+2E+M,1,2,NaN,1.200.000 
5356,2,"69,71 ",69.71,75,semidecomand,1,Etaj 3 / 11,1,1,2020 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,88.500
5357,3,81,NaN,97,decomand,lux,Etaj 4 / 6,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+6E,NaN,NaN,2,155.000
5358,3,"65,5 ",65.5,"74,67 ",decomand,1,Etaj 8 / 8,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+8E+M,NaN,1,1 (închise),54.037
5359,3,68,NaN,NaN,decomand,1,Etaj 7 / 10,NaN,2,Între 1977 şi 1990,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,85.500
5360,1,"40,13 ",NaN,"44,23 ",decomand,1,Parter / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,42.917
5361,3,75,NaN,90,semidecomand,1,Etaj 4 / 8,1,1,1972,beton,bloc de apartamente,P+8E,NaN,NaN,NaN,145.000
5362,3,137,164,164,decomand,1,Etaj 3 / 16,1,3,2009,NaN,bloc de apartamente,S+P+16E,NaN,NaN,3,280.000
5363,3,76,76,90,decomand,1,Parter / 7,1,2,1992,beton,bloc de apartamente,S+P+7E,NaN,NaN,NaN,105.000
5364,3,76,NaN,85,semidecomand,1,Etaj 2 / 3,1,2,2018,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,134.900
5365,3,81,81,86,semidecomand,1,Etaj 9 / 11,1,2,1977,beton,bloc de apartamente,S+P+11E,NaN,NaN,NaN,91.300
5366,4,88,NaN,97,decomand,lux,Parter / 4,1,2,2019,beton,bloc de apartamente,P+4E,NaN,1,1,220.000
5367,1,40,40,50,decomand,1,Parter / 8,1,1,1989,beton,bloc de apartamente,S+P+8E,NaN,NaN,NaN,75.000
5368,3,76,80,95,decomand,1,Parter / 7,1,2,1990,beton,bloc de apartamente,P+7E,NaN,NaN,NaN,105.000
5369,2,50,NaN,65,decomand,1,Etaj 6 / 7,1,1,2020 (finalizata),NaN,bloc de apartamente,P+7E,NaN,NaN,1,185.000
5370,3,80,NaN,80,semidecomand,1,Demisol / 3,NaN,2,2019,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,83.000
5371,4,165,NaN,200,NaN,lux,Parter / 7,1,3,2017,NaN,bloc de apartamente,P+7E,1,2,NaN,325.000
5372,3,66,66,70,semidecomand,1,Parter / 8,1,1,1977,beton,bloc de apartamente,S+P+8E,NaN,NaN,NaN,68.000
5373,3,59,NaN,69,semidecomand,1,Etaj 9 / 10,NaN,1,1968,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,73.000
5374,2,54,NaN,58,decomand,1,Etaj 2 / 10,1,1,1979,altele,bloc de apartamente,P+10E,NaN,NaN,2,70.000
5375,2,50,NaN,55,decomand,1,Etaj 10 / 10,1,1,1977,NaN,bloc de apartamente,P+10E,NaN,NaN,1,55.000
5376,3,64,NaN,80,semidecomand,1,Etaj 9 / 10,1,1,1979,NaN,bloc de apartamente,P+10E,NaN,NaN,2,96.000
5377,2,48,NaN,57,decomand,1,Etaj 10 / 10,1,1,1983,NaN,bloc de apartamente,P+10E,NaN,NaN,1,82.000
5378,2,54,54,66,semidecomand,1,Etaj 5 / 10,1,1,1978,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),62.900
5379,3,83,NaN,100,decomand,1,Etaj 7 / 10,1,2,1984,NaN,bloc de apartamente,P+10E,NaN,NaN,1,95.000
5380,3,"73,37 ",NaN,"77,7 ",decomand,1,Etaj 8 / 8,1,2,1986,NaN,bloc de apartamente,P+8E+M,NaN,NaN,1,85.000
5381,2,53,53,64,decomand,1,Etaj 1 / 3,1,1,2019,beton,bloc de apartamente,S+P+3E+M,NaN,NaN,1,60.000
5382,3,136,NaN,163,semidecomand,1,Etaj 2 / 3,1,2,2008,NaN,bloc de apartamente,P+3E+M,1,NaN,1,170.000
5383,2,"84,65 ",NaN,230,decomand,lux,Parter / 4,1,1,2018,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,254.990
5384,3,80,NaN,86,semidecomand,1,Etaj 7 / 9,1,1,1966,beton,bloc de apartamente,P+9E,NaN,NaN,2,71.000
5385,2,43,NaN,68,decomand,1,Etaj 2 / 3,NaN,1,2017,caramida,bloc de apartamente,P+3E,NaN,NaN,1,63.500
5386,2,51,54,60,decomand,1,Etaj 7 / 8,1,1,1984,NaN,bloc de apartamente,P+8E,NaN,NaN,1,82.000
5387,2,52,NaN,60,decomand,1,Parter / 2,1,1,2019,beton,bloc de apartamente,P+2E,NaN,1,1,54.500
5388,1,43,NaN,NaN,semidecomand,1,Etaj 4 / 12,1,1,2020,beton,bloc de apartamente,P+12E,NaN,1,NaN,79.550
5389,3,"75,18 ",83.81,"91,1 ",decomand,1,Etaj 2 / 4,1,2,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,NaN,118.000
5390,2,45,NaN,50,semidecomand,1,Etaj 2 / 15,1,1,2005,altele,bloc de apartamente,P+15E,NaN,NaN,NaN,67.000
5391,2,55,NaN,65,decomand,1,Etaj 15 / 17,NaN,1,1973,beton,bloc de apartamente,P+17E,NaN,NaN,NaN,77.000
5392,3,102,NaN,122,decomand,1,Parter / 3,NaN,2,2007,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,211.000
5393,2,55,NaN,55,semidecomand,1,Etaj 3 / 8,1,1,1989,beton,bloc de apartamente,P+8E,NaN,NaN,1,64.000
5394,3,89,NaN,NaN,decomand,lux,Demisol / 7,1,2,2019,beton,bloc de apartamente,D+P+7E,NaN,1,NaN,61.000
5395,2,51,NaN,"61,2 ",decomand,1,Etaj 4 / 4,NaN,NaN,1986,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,88.900
5396,2,"55,64 ",61.04,70,decomand,lux,Etaj 1 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,91.560
5397,3,68,NaN,74,decomand,1,Etaj 1 / 10,1,1,1976,altele,bloc de apartamente,P+10E,NaN,NaN,1,140.000
5398,3,67,NaN,88,semidecomand,1,Etaj 9 / 11,1,2,2019,beton,bloc de apartamente,D+P+11E,1,1,1,155.500
5399,1,36,NaN,39,decomand,1,Etaj 5 / 8,1,1,1989,altele,bloc de apartamente,P+8E,NaN,NaN,1,69.000
5400,2,"54,36 ",58.74,"67,37 ",decomand,lux,Parter / 10,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+10E,NaN,NaN,1,129.000
5401,2,57,57,66,decomand,1,Etaj 3 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,1,2,57.500
5402,3,66,NaN,70,decomand,1,Etaj 7 / 8,NaN,2,Între 1977 şi 1990,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,119.000
5403,2,52,NaN,74,decomand,1,Etaj 4 / 11,1,1,2020 (finalizata),beton,bloc de apartamente,P+11E,NaN,1,1,150.000
5404,1,35,NaN,35,decomand,1,Etaj 1 / 9,1,1,1980,beton,bloc de apartamente,P+9E,NaN,1,1 (închise),40.500
5405,3,62,62,NaN,semidecomand,1,Etaj 3 / 4,1,1,1970,beton,bloc de apartamente,P+4E,NaN,NaN,1 (închise),75.000
5406,2,84,NaN,104,decomand,lux,Etaj 1 / 5,1,2,2019,beton,bloc de apartamente,P+5E,NaN,NaN,1,218.750
5407,3,74,NaN,85,decomand,1,Etaj 1 / 8,NaN,2,1996,NaN,bloc de apartamente,P+8E,NaN,NaN,2,164.999
5408,2,"66,86 ",NaN,"74,3 ",decomand,1,Parter / 7,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,95.514
5409,2,40,NaN,59,decomand,2,Etaj 7 / 10,1,1,1978,NaN,bloc de apartamente,P+10E,NaN,NaN,1,47.000
5410,2,52,52,62,decomand,1,Etaj 1 / 4,1,1,2020 (in constructie),caramida,bloc de apartamente,P+4E,NaN,1,1,56.000
5411,2,46,52,52,semidecomand,lux,Etaj 1 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,1,1,73.000
5412,1,43,50,"61,5 ",NaN,NaN,Etaj 4 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+8E,NaN,NaN,1,106.128
5413,2,"57,65 ",66,75,decomand,lux,Etaj 1 / 5,1,2,2021 (in constructie),NaN,bloc de apartamente,P+5E,NaN,NaN,1,94.400
