,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Pret
2147,3,"101,51 ",NaN,"125,08 ",decomand,lux,Etaj 2 / 5,1,2,2019,beton,bloc de apartamente,P+5E,NaN,NaN,1,425.000
2148,2,63,NaN,71,decomand,1,Etaj 2 / 4,1,1,2010,beton,bloc de apartamente,P+4E,NaN,1,1,59.500
2149,2,"62,68 ",NaN,"74,33 ",decomand,lux,Etaj 2 / 5,1,1,2020 (finalizata),caramida,bloc de apartamente,P+5E,NaN,NaN,1,128.000
2150,3,"84,85 ",NaN,"92,67 ",decomand,lux,Etaj 1 / 6,1,2,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,1,1,125.497
2151,2,68,NaN,70,semidecomand,1,Etaj 6 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,NaN,NaN,107.000
2152,2,"55,06 ",NaN,"68,9 ",decomand,lux,Etaj 1 / 3,1,1,2020 (finalizata),caramida,bloc de apartamente,P+3E,NaN,NaN,1,73.990
2153,5,165,NaN,182,decomand,1,Etaj 5 / 5,1,2,2014,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,375.000
2154,4,149,NaN,185,decomand,1,Etaj 3 / 3,1,1,1937,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,180.000
2155,2,58,NaN,60,decomand,1,Etaj 1 / 1,1,1,1940,NaN,bloc de apartamente,P+1E,NaN,NaN,NaN,69.000
2156,3,109,NaN,137,semidecomand,lux,Etaj 1 / 4,1,2,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,NaN,1,400.000
2157,2,56,NaN,70,decomand,lux,Etaj 1 / 4,1,1,2019,beton,bloc de apartamente,P+4E,1,NaN,NaN,75.000
2158,3,70,NaN,85,semidecomand,lux,Parter / 5,1,2,2011,NaN,bloc de apartamente,P+5E,NaN,2,NaN,151.400
2159,2,39,NaN,49,decomand,2,Etaj 4 / 10,1,1,1975,caramida,bloc de apartamente,P+10E,NaN,NaN,1,43.000
2160,1,"29,34 ",NaN,"35,2 ",decomand,1,Parter / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,26.800
2161,2,"57,98 ",57.98,"64,26 ",decomand,lux,Etaj 4 / 7,1,1,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,1,92.111
2162,2,"52,36 ",NaN,65,decomand,lux,Etaj 2 / 13,1,1,2017,caramida,bloc de apartamente,D+P+13E,NaN,1,1,150.000
2163,4,92,NaN,99,decomand,1,Parter / 2,1,1,1936,caramida,bloc de apartamente,P+2E+M,NaN,NaN,NaN,199.000
2164,3,70,NaN,140,decomand,1,Etaj 2 / 8,1,2,2020 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,148.000
2165,2,"61,94 ",NaN,77,semidecomand,lux,Etaj 2 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,1,1,78.725
2166,2,"62,15 ",NaN,"74,58 ",decomand,lux,Etaj 1 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,1,2,79.009
2167,3,"110,02 ",NaN,130,decomand,1,Etaj 4 / 5,1,2,2020 (in constructie),caramida,bloc de apartamente,P+5E,NaN,NaN,2,110.000
2168,2,"52,78 ",NaN,NaN,decomand,1,Etaj 1,1,1,2019,beton,bloc de apartamente,NaN,NaN,NaN,NaN,42.224
2169,2,72,NaN,86,decomand,1,Etaj 3 / 11,1,1,2009,beton,bloc de apartamente,P+11E,1,1,NaN,150.000
2170,3,"60,68 ",NaN,"71,08 ",decomand,1,Etaj 1 / 8,1,1,1976,NaN,bloc de apartamente,P+8E,NaN,1,1,110.000
2171,5,175,NaN,221,decomand,1,Etaj 3 / 3,2,4,1912,beton,bloc de apartamente,P+3E,NaN,NaN,1,199.000
2172,3,62,NaN,70,semidecomand,1,Parter / 5,NaN,1,1938,caramida,bloc de apartamente,S+P+5E,NaN,NaN,NaN,83.000
2173,2,"63,93 ",NaN,76,semidecomand,lux,Etaj 2 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,1,1,83.632
2174,3,66,NaN,80,decomand,1,Etaj 8 / 8,1,2,1980,beton,bloc de apartamente,P+8E,NaN,NaN,1,76.000
2175,2,46,46,54,decomand,1,Etaj 1 / 9,1,1,1960,caramida,bloc de apartamente,P+9E,NaN,NaN,NaN,90.000
2176,2,61,61,76,NaN,lux,Etaj 4,1,1,2021 (in constructie),beton,bloc de apartamente,NaN,NaN,NaN,1,84.161
2177,4,70,NaN,75,nedecomand,1,Etaj 3 / 4,1,2,1965,beton,bloc de apartamente,P+4E,NaN,1,1,150.000
2178,2,40,NaN,46,semidecomand,1,Etaj 1 / 4,1,1,2014,beton,bloc de apartamente,P+4E,NaN,NaN,1,37.000
2179,2,"45,2 ",NaN,54,semidecomand,1,Etaj 2 / 4,1,1,2020 (in constructie),caramida,bloc de apartamente,D+P+4E,NaN,NaN,NaN,48.600
2180,2,50,NaN,60,semidecomand,1,Parter / 4,1,1,1970,beton,bloc de apartamente,P+4E,NaN,NaN,1,65.000
2181,3,75,93,111,decomand,lux,Etaj 3 / 5,1,2,2020 (in constructie),beton,bloc de apartamente,S+D+P+5E,NaN,NaN,1,93.200
2182,2,"39,3 ",NaN,"40,95 ",decomand,2,Etaj 9 / 10,1,1,1975,NaN,bloc de apartamente,P+10E,NaN,NaN,1,54.000
2183,3,95,NaN,105,nedecomand,1,Etaj 3 / 3,1,2,1926,beton,bloc de apartamente,D+P+3E,NaN,NaN,1,160.000
2184,2,63,NaN,73,decomand,lux,Etaj 1 / 6,1,1,2020,beton,bloc de apartamente,P+6E,NaN,1,NaN,139.500
2185,2,"60,93 ",NaN,"76,16 ",semidecomand,lux,Etaj 5 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,71.651
2186,2,63,NaN,78,decomand,1,Etaj 1 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+3E,NaN,NaN,1,69.000
2187,3,72,NaN,90,decomand,1,Etaj 1 / 2,1,1,2010,caramida,casa/vila,P+2E+M,NaN,2,2,132.000
2188,3,"88,9 ",NaN,117,decomand,1,Etaj 2 / 3,1,2,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,181.650
2189,2,"63,34 ",NaN,79,semidecomand,lux,Etaj 1 / 5,1,1,2017,beton,bloc de apartamente,P+5E,NaN,1,1,82.836
2190,1,41,NaN,41,semidecomand,1,Etaj 6 / 6,1,1,2017,altele,bloc de apartamente,P+6E,NaN,NaN,NaN,30.000
2191,2,"60,25 ",NaN,"67,4 ",decomand,1,Etaj 7 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,80.049
2192,2,"60,25 ",NaN,"67,3 ",decomand,1,Etaj 11 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,84.000
2193,4,98,NaN,98,decomand,1,Etaj 8 / 8,1,2,1986,altele,bloc de apartamente,P+8E,NaN,NaN,2,118.500
2194,2,35,NaN,45,semidecomand,1,Etaj 2 / 5,1,1,1945,NaN,bloc de apartamente,P+5E,NaN,NaN,1,52.000
2195,2,58,NaN,139,semidecomand,1,Parter / 2,1,2,2015,caramida,bloc de apartamente,P+2E,NaN,1,NaN,78.000
2196,2,"61,66 ",NaN,"73,9 ",semidecomand,lux,Etaj 2 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,78.347
2197,2,58,NaN,68,decomand,1,Etaj 1 / 3,1,2,1940,NaN,bloc de apartamente,P+3E,NaN,NaN,1,106.000
2198,2,"64,23 ",NaN,"77,07 ",decomand,lux,Etaj 2 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,1,NaN,81.324
2199,2,"62,52 ",NaN,"78,15 ",semidecomand,lux,Etaj 5 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,2,NaN,73.521
2200,2,54,54,54,semidecomand,1,Etaj 2 / 4,1,1,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,NaN,1,105.000
2201,2,"59,85 ",NaN,"67,4 ",decomand,1,Etaj 5 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,82.000
2202,2,56,NaN,66,decomand,1,Etaj 3 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,66.000
2203,4,113,NaN,276,decomand,1,Etaj 4 / 4,1,2,2017,NaN,bloc de apartamente,D+P+4E,1,NaN,NaN,275.000
2204,3,77,NaN,109,decomand,1,Etaj 3 / 3,1,1,2010,beton,bloc de apartamente,D+P+3E,NaN,1,3,99.900
2205,2,"74,12 ",NaN,"87,79 ",semidecomand,lux,Etaj 1 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,1,1,1,154.900
2206,4,91,110,124,NaN,NaN,Etaj 2 / 5,1,3,2018,beton,bloc de apartamente,P+5E,NaN,NaN,1,139.000
2207,3,"73,58 ",NaN,"77,14 ",decomand,1,Etaj 8 / 8,1,2,1996,beton,bloc de apartamente,P+8E,NaN,1,1,114.900
2208,2,"56,3 ",NaN,"63,6 ",decomand,1,Etaj 11 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,82.000
2209,2,58,NaN,68,decomand,1,Parter / 6,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,58.000
2210,2,44,NaN,54,semidecomand,1,Etaj 9 / 9,1,1,1965,caramida,bloc de apartamente,P+9E,NaN,1,1,59.900
2211,2,"56,3 ",NaN,"64,25 ",semidecomand,1,Etaj 10 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,82.000
2212,2,49,NaN,52,decomand,NaN,Etaj 3 / 8,NaN,1,1983,beton,bloc de apartamente,P+8E,NaN,NaN,1,60.900
2213,2,50,NaN,NaN,decomand,lux,Etaj 2 / 4,NaN,NaN,NaN,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,109.900
2214,3,75,NaN,77,decomand,1,Etaj 1 / 8,1,2,1990,beton,bloc de apartamente,P+8E,NaN,NaN,1,168.000
2215,3,78,NaN,90,semidecomand,1,Etaj 2 / 7,1,1,2015,beton,bloc de apartamente,P+7E,NaN,NaN,NaN,165.000
2216,2,50,NaN,55,decomand,1,Etaj 1 / 5,NaN,1,2020 (finalizata),NaN,bloc de apartamente,D+P+5E,NaN,NaN,1,41.500
2217,2,"59,85 ",NaN,"67,4 ",decomand,1,Etaj 1 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,82.000
2218,5,300,NaN,360,circul,1,Parter / 2,1,3,1943,caramida,casa/vila,D+P+2E+M,NaN,1,1,239.000
2219,2,70,NaN,81,decomand,1,Etaj 1 / 4,1,1,2015,NaN,bloc de apartamente,P+4E,NaN,NaN,1,94.000
2220,2,40,NaN,NaN,decomand,1,Etaj 10 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,40.000
2221,2,41,NaN,56,semidecomand,1,Etaj 2 / 4,1,1,2016,beton,bloc de apartamente,P+4E,NaN,NaN,1,37.000
2222,1,"44,4 ",NaN,"53,6 ",decomand,1,Parter / 4,1,1,2020,caramida,bloc de apartamente,P+4E,NaN,NaN,1,61.640
2223,3,80,NaN,NaN,decomand,1,Etaj 8 / 8,NaN,2,Între 1990 şi 2000,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,124.000
2224,2,"63,7 ",NaN,89,decomand,1,Etaj 2 / 3,1,1,2020 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,NaN,136.710
2225,3,85,NaN,95,decomand,1,Etaj 6 / 10,1,1,1940,beton,bloc de apartamente,P+10E,NaN,NaN,1,104.900
2226,2,"50,24 ",NaN,"55,24 ",decomand,1,Etaj 2 / 4,1,1,1986,beton,bloc de apartamente,P+4E,NaN,NaN,1,99.500
2227,3,68,NaN,"92,1 ",semidecomand,1,Etaj 2 / 3,1,1,1940,caramida,bloc de apartamente,P+3E,NaN,NaN,1,137.000
2228,2,48,NaN,57,semidecomand,1,Etaj 3,1,1,2019,beton,bloc de apartamente,NaN,NaN,1,1,90.000
2229,3,70,NaN,NaN,decomand,1,Etaj 1 / 10,1,1,1980,NaN,bloc de apartamente,P+10E,NaN,NaN,1,128.000
2230,2,"60,25 ",NaN,"67,3 ",decomand,1,Etaj 9 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,82.000
2231,2,48,NaN,55,decomand,1,Etaj 2 / 4,1,1,2017,beton,bloc de apartamente,P+4E,NaN,1,1,48.900
2232,2,"55,1 ",NaN,"65,28 ",decomand,1,Etaj 4 / 5,1,1,2020 (in constructie),caramida,bloc de apartamente,P+5E,NaN,NaN,1,60.000
2233,2,"52,6 ",NaN,71,decomand,1,Etaj 2 / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,NaN,109.725
2234,3,"114,09 ",NaN,135,semidecomand,1,Etaj 3 / 7,1,3,2009,beton,bloc de apartamente,P+7E,NaN,1,NaN,145.000
2235,3,64,NaN,79,decomand,1,Parter / 3,1,1,1940,NaN,bloc de apartamente,D+P+3E,NaN,NaN,NaN,128.000
2236,3,61,63,72,decomand,lux,Etaj 2 / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,1,1,45.000
2237,2,"44,5 ",NaN,52,semidecomand,1,Etaj 6 / 7,1,1,1968,beton,bloc de apartamente,P+7E,NaN,NaN,1,61.500
2238,4,127,NaN,140,decomand,1,Parter,1,1,1940,NaN,casa/vila,NaN,NaN,NaN,NaN,139.999
2239,4,"136,4 ",NaN,162,decomand,1,Parter / 4,1,3,2016,beton,bloc de apartamente,P+4E,NaN,2,3,240.000
2240,2,"56,45 ",NaN,"63,05 ",decomand,1,Etaj 11 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,80.049
2241,2,"61,47 ",NaN,"65,06 ",semidecomand,lux,Etaj 4 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,NaN,2,78.091
2242,2,61,NaN,68,decomand,1,Etaj 4 / 8,1,1,1993,altele,bloc de apartamente,P+8E,NaN,NaN,3,165.000
2243,2,"56,3 ",NaN,"63,7 ",semidecomand,1,Etaj 7 / 11,1,1,2019,beton,bloc de apartamente,P+11E,NaN,NaN,1,80.049
2244,1,"89,21 ",NaN,110,semidecomand,lux,Parter / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,1,NaN,88.000
2245,2,73,NaN,76,decomand,1,Etaj 7 / 7,1,1,2010,NaN,bloc de apartamente,P+7E,NaN,NaN,1,85.900
2246,4,77,NaN,81,semidecomand,1,Etaj 6 / 8,1,2,1980,beton,bloc de apartamente,P+8E,NaN,NaN,2,111.000
2247,2,50,NaN,55,decomand,1,Etaj 2 / 5,NaN,1,2020 (finalizata),NaN,bloc de apartamente,D+P+5E,NaN,NaN,1,41.500
2248,5,468,NaN,506,decomand,lux,Etaj 5 / 5,1,4,2007,beton,bloc de apartamente,P+5E,NaN,2,NaN,2.889.000 
2249,3,"74,77 ",NaN,"92,42 ",decomand,lux,Etaj 3 / 4,1,2,2017,beton,bloc de apartamente,P+4E,NaN,NaN,2,135.000
2250,1,31,NaN,35,decomand,1,Etaj 3 / 5,NaN,1,2020 (finalizata),caramida,bloc de apartamente,D+P+5E,NaN,NaN,1,28.500
2251,4,115,NaN,170,decomand,lux,Etaj 6 / 11,1,2,2006,beton,bloc de apartamente,P+11E,NaN,NaN,1,308.000
2252,3,66,NaN,70,semidecomand,1,Etaj 11 / 11,1,2,2008,beton,bloc de apartamente,P+11E,NaN,NaN,1,88.000
2253,3,71,NaN,85,decomand,1,Parter / 1,1,1,1940,caramida,casa/vila,P+1E+M,NaN,NaN,NaN,240.000
2254,7,232,NaN,300,decomand,1,Parter / 1,2,2,1930,caramida,casa/vila,P+1E,NaN,3,NaN,440.000
2255,3,69,NaN,69,decomand,1,Etaj 4 / 10,1,1,1975,beton,bloc de apartamente,P+10E,NaN,NaN,1,79.000
2256,2,"53,51 ",NaN,"67,08 ",decomand,lux,Parter / 2,1,1,2020,beton,bloc de apartamente,P+2E,NaN,NaN,NaN,161.000
2257,2,"59,85 ",NaN,"67,4 ",decomand,1,Etaj 2 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,84.000
2258,2,58,NaN,63,decomand,1,Etaj 6 / 8,1,1,1984,altele,bloc de apartamente,P+8E,NaN,NaN,1,69.900
2259,3,79,NaN,85,decomand,1,Etaj 8 / 10,1,1,1975,caramida,bloc de apartamente,P+10E,NaN,NaN,1,80.000
2260,2,"44,8 ",NaN,"53,76 ",decomand,1,Parter / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,39.500
2261,3,"76,91 ",NaN,"90,14 ",semidecomand,lux,Etaj 1 / 4,1,2,2021 (in constructie),caramida,bloc de apartamente,P+4E,NaN,NaN,NaN,190.488
2262,1,38,NaN,51,semidecomand,1,Etaj 1 / 4,1,1,2020 (in constructie),caramida,bloc de apartamente,P+4E,NaN,NaN,1,39.000
2263,1,31,NaN,35,decomand,1,Etaj 4 / 5,NaN,1,2020 (finalizata),caramida,bloc de apartamente,D+P+5E,NaN,NaN,1,28.500
2264,3,"120,69 ",NaN,"155,59 ",decomand,lux,Ultimele 2 etaje / 10,1,3,2013,beton,bloc de apartamente,D+P+10E+M,NaN,1,NaN,277.000
2265,2,"64,05 ",NaN,"80,06 ",semidecomand,lux,Etaj 3 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,NaN,2,81.081
2266,2,"59,6 ",NaN,"68,4 ",decomand,1,Parter / 4,1,2,2020,caramida,bloc de apartamente,P+4E,NaN,NaN,NaN,79.120
2267,3,121,NaN,121,decomand,1,Parter / 3,1,2,2016,beton,bloc de apartamente,P+3E,NaN,1,NaN,97.000
2268,2,"56,45 ",NaN,"63,05 ",decomand,1,Etaj 9 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,82.000
2269,3,83,NaN,NaN,decomand,1,Etaj 2 / 2,NaN,1,Între 1977 şi 1990,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,95.000
2270,2,40,NaN,43,decomand,1,Demisol / 1,1,1,1960,beton,bloc de apartamente,D+P+1E,NaN,NaN,NaN,77.000
2271,4,107,NaN,130,decomand,lux,Etaj 5 / 6,1,2,1960,beton,bloc de apartamente,P+6E,NaN,NaN,NaN,239.999
2272,3,"63,75 ",NaN,"159,45 ",decomand,1,Parter / 11,1,2,2017,beton,bloc de apartamente,P+11E,NaN,NaN,1,115.000
2273,2,49,57,NaN,decomand,lux,Etaj 4,1,NaN,2021 (in constructie),beton,bloc de apartamente,NaN,NaN,NaN,NaN,64.000
2274,3,"83,2 ",NaN,"100,4 ",decomand,1,Etaj 1 / 4,1,2,2020,caramida,bloc de apartamente,P+4E,NaN,NaN,1,109.000
2275,2,"74,5 ",NaN,92,decomand,1,Etaj 2 / 3,NaN,NaN,1920,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,105.000
2276,2,44,NaN,49,semidecomand,1,Etaj 7 / 8,1,1,1968,caramida,bloc de apartamente,P+8E,NaN,NaN,1,68.500
2277,4,95,NaN,120,decomand,lux,Etaj 1 / 1,1,2,1938,NaN,casa/vila,P+1E+M,NaN,NaN,NaN,185.000
2278,4,120,NaN,134,semidecomand,lux,Etaj 2 / 9,1,3,2009,altele,bloc de apartamente,P+9E,NaN,NaN,2,207.500
2279,3,116,240,260,decomand,1,Etaj 5 / 6,1,2,2019,beton,bloc de apartamente,P+6E,NaN,NaN,1,230.000
2280,4,83,NaN,90,decomand,1,Parter / 10,1,2,1977,beton,bloc de apartamente,P+10E,NaN,NaN,NaN,95.000
2281,2,38,NaN,45,semidecomand,1,Etaj 2 / 5,NaN,1,2020 (finalizata),NaN,bloc de apartamente,D+P+5E,NaN,NaN,1,32.000
2282,3,69,NaN,71,decomand,1,Etaj 8 / 8,1,2,1984,beton,bloc de apartamente,P+8E,NaN,NaN,1,91.000
2283,3,99,NaN,110,nedecomand,1,Etaj 2 / 5,1,2,2018,beton,bloc de apartamente,P+5E,NaN,NaN,2,136.500
2284,4,82,NaN,93,decomand,1,Etaj 5 / 11,1,2,1978,beton,bloc de apartamente,P+11E,NaN,1,1,94.000
2285,3,84,NaN,94,semidecomand,1,Etaj 2 / 10,1,2,1982,altele,bloc de apartamente,P+10E,NaN,NaN,2,130.000
2286,3,"80,03 ",80.03,"88,68 ",decomand,1,Etaj 4 / 9,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+9E,NaN,NaN,1,105.000
2287,4,67,NaN,73,decomand,1,Etaj 8,1,1,1978,NaN,bloc de apartamente,NaN,NaN,NaN,1 (închise),80.950
2288,3,"99,86 ",99.86,123,decomand,lux,Etaj 7 / 7,1,2,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,2,136.129
2289,2,56,63,80,semidecomand,1,Etaj 2 / 7,1,1,2012,beton,bloc de apartamente,P+7E,1,1,1,140.000
2290,2,"51,95 ",NaN,"56,4 ",decomand,1,Etaj 2 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,55.490
2291,3,"74,68 ",87.81,106,decomand,lux,Etaj 1 / 5,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+5E,NaN,NaN,2,139.500
2292,1,31,NaN,35,decomand,1,Etaj 2 / 5,NaN,1,2020 (finalizata),caramida,bloc de apartamente,D+P+5E,NaN,NaN,1,26.900
2293,3,"62,54 ",77.22,"77,41 ",decomand,lux,Parter / 3,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+3E,NaN,NaN,NaN,170.568
2294,3,127,NaN,212,decomand,lux,Etaj 7 / 8,1,3,2019,beton,bloc de apartamente,P+8E,NaN,NaN,1,289.950
2295,1,"42,76 ",42.76,"51,47 ",decomand,lux,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,41.810
2296,2,49,57,NaN,semidecomand,1,Etaj 2 / 3,1,1,2016,beton,bloc de apartamente,P+3E,NaN,NaN,1,67.000
2297,1,31,NaN,35,decomand,1,Etaj 1 / 5,NaN,1,2020 (finalizata),caramida,bloc de apartamente,D+P+5E,NaN,NaN,1,28.500
2298,3,125,NaN,145,decomand,1,Etaj 3 / 3,1,2,2008,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,160.000
2299,2,54,NaN,67,decomand,lux,Etaj 1 / 4,1,1,2021 (in constructie),NaN,bloc de apartamente,P+4E,NaN,1,1,131.750
2300,2,"61,5 ",61.5,72,decomand,lux,Etaj 4 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,1,2,55.350
2301,3,134,NaN,"252,2 ",decomand,lux,Etaj 8 / 8,1,3,2018,beton,bloc de apartamente,P+8E,NaN,NaN,NaN,319.970
2302,3,82,89,89,NaN,1,Etaj 1 / 6,1,2,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,2,147.000
2303,3,70,NaN,70,decomand,1,Etaj 4 / 8,1,2,1990,altele,bloc de apartamente,P+8E,NaN,NaN,2,163.000
2304,4,125,NaN,160,decomand,lux,Parter / 5,1,3,2017,beton,bloc de apartamente,P+5E,NaN,1,NaN,330.000
2305,3,76,76,NaN,decomand,NaN,Parter / 3,1,2,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,NaN,63.900
2306,3,"99,52 ",NaN,120,decomand,1,Etaj 2 / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,2,130.000
2307,2,97,NaN,NaN,decomand,lux,Parter / 5,NaN,NaN,2008,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,79.000
2308,2,47,47,53,decomand,lux,Etaj 1 / 2,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+2E,NaN,1,1,45.000
2309,7,220,NaN,180,decomand,1,Etaj 2 / 2,1,2,1938,caramida,casa/vila,P+2E,NaN,NaN,NaN,310.000
2310,4,130,NaN,400,decomand,1,Parter / 8,1,3,2018,beton,bloc de apartamente,P+8E,NaN,NaN,NaN,299.500
2311,3,"81,58 ",81.58,"96,7 ",decomand,1,Etaj 2 / 4,1,2,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,NaN,1,104.900
2312,2,NaN,NaN,60,semidecomand,lux,Etaj 4 / 4,NaN,NaN,După 2010,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,78.500
2313,3,96,NaN,115,decomand,1,Etaj 11 / 16,1,2,2009,beton,bloc de apartamente,P+16E,NaN,NaN,1,245.000
2314,2,58,NaN,59,semidecomand,lux,Etaj 5 / 5,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+5E,NaN,1,1,79.200
2315,2,50,50,60,decomand,1,Parter / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,1,1,80.000
2316,2,55,NaN,68,decomand,1,Etaj 1 / 3,1,1,2020 (in constructie),NaN,bloc de apartamente,P+3E,NaN,NaN,1,65.000
2317,4,147,NaN,190,decomand,lux,Etaj 4 / 6,1,3,2007,beton,bloc de apartamente,P+6E,3,NaN,NaN,397.000
2318,3,82,98,117,semidecomand,1,Etaj 2 / 4,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+4E,NaN,NaN,1,166.500
2319,1,"24,95 ",NaN,"31,06 ",decomand,lux,Etaj 1 / 3,1,1,2020 (finalizata),caramida,bloc de apartamente,P+3E,NaN,NaN,NaN,37.990
2320,2,64,64,74,decomand,1,Etaj 13 / 22,1,1,2011,beton,bloc de apartamente,P+22E,NaN,NaN,1,89.900
2321,3,"71,56 ",75,"93,14 ",decomand,lux,Etaj 1 / 5,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+5E,NaN,NaN,1,127.500
2322,3,87,NaN,NaN,decomand,NaN,Parter / 2,1,2,2015,caramida,bloc de apartamente,P+2E,NaN,1,NaN,139.000
2323,2,57,NaN,60,semidecomand,1,Etaj 1 / 5,1,2,2008,altele,bloc de apartamente,P+5E,NaN,1,1,125.000
2324,2,56,NaN,68,decomand,1,Etaj 3 / 4,NaN,2,2017,NaN,bloc de apartamente,S+P+4E,NaN,NaN,1,61.900
2325,2,75,NaN,89,semidecomand,1,Etaj 2 / 3,1,1,2020 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,1,136.700
2326,1,36,NaN,41,decomand,1,Etaj 10 / 11,NaN,1,1979,beton,bloc de apartamente,P+11E,NaN,NaN,1,60.000
2327,4,"95,41 ",NaN,"127,1 ",decomand,lux,Etaj 4 / 4,1,2,2018,beton,bloc de apartamente,P+4E,1,1,2,179.500
2328,3,130,NaN,NaN,decomand,lux,Demisol / 3,NaN,2,2019,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,125.000
2329,2,57,57,69,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+7E,NaN,NaN,1,94.900
2330,4,"135,08 ",NaN,"167,42 ",decomand,lux,Etaj 1 / 11,1,2,2008,beton,bloc de apartamente,P+11E,NaN,2,3,355.000
2331,3,"72,05 ",87.7,855,decomand,1,Etaj 2 / 12,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,138.133
2332,2,72,NaN,97,semidecomand,1,Etaj 6 / 6,1,2,2013,beton,bloc de apartamente,P+6E,NaN,NaN,NaN,125.000
