,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Latitudine,Longitudine,Zona,Pret
6106,3,62,NaN,"77,5 ",decomand,1,Etaj 2 / 8,1,1,1965,NaN,bloc de apartamente,P+8E,NaN,NaN,1,44.4494044,26.1090397,Ştefan cel Mare,90.000 
6107,2,"42,73 ",NaN,65,semidecomand,1,Etaj 3 / 4,1,1,1965,NaN,bloc de apartamente,P+4E,NaN,NaN,1,44.4561375,26.1005775,Floreasca,115.000 
6108,2,50,NaN,55,semidecomand,1,Parter / 10,1,1,1980,beton,bloc de apartamente,P+10E,NaN,1,NaN,44.4123973,26.106722,Tineretului,91.000 
6109,3,81,NaN,115,decomand,lux,Etaj 3 / 8,NaN,2,2019,beton,bloc de apartamente,S+D+P+8E,NaN,NaN,1,44.4440944,26.1133336,Eminescu,213.000 
6110,2,"55,6 ",63.3,76,decomand,lux,Etaj 1 / 10,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+10E,NaN,NaN,1,44.4469093,26.1292413,Bucur Obor,99.900 
6111,3,48,NaN,52,semidecomand,NaN,Etaj 4 / 4,NaN,1,1960,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4582278,26.101413,Floreasca,87.000 
6112,2,46,52,52,semidecomand,lux,Etaj 1 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,1,1,44.4288542,26.1728739,Basarabia,73.000 
6113,2,50,NaN,"63,8 ",decomand,1,Etaj 1 / 5,1,1,2020,altele,bloc de apartamente,P+5E,NaN,NaN,1,44.4169852,26.1075395,P-ţa Unirii,111.900 
6114,3,"85,57 ",NaN,"102,6 ",decomand,lux,Etaj 4 / 5,1,2,2009,beton,bloc de apartamente,P+5E,NaN,1,NaN,44.4814532,26.0876598,Aviaţiei,210.000 
6115,3,75,NaN,NaN,semidecomand,1,Etaj 5,NaN,2,Între 1977 şi 1990,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,44.4068221,26.0648489,Rahova,74.000 
6116,3,92,117,136,decomand,lux,Etaj 3 / 3,1,2,2020,beton,bloc de apartamente,S+P+3E,1,NaN,1,44.5143329,26.1214105,Pipera,164.000 
6117,2,52,60,73,semidecomand,1,Etaj 3 / 12,1,1,2020,beton,bloc de apartamente,P+12E,NaN,1,NaN,44.4731673,26.0554633,Domenii,122.200 
6118,2,57,NaN,NaN,semidecomand,lux,Etaj 7 / 9,1,1,2020,NaN,bloc de apartamente,P+9E,NaN,NaN,1,44.4619529,26.1073059,Barbu Văcărescu,121.700 
6119,2,55,NaN,NaN,decomand,1,Etaj 7 / 7,NaN,NaN,Între 1941 şi 1977,NaN,bloc de apartamente,P+7E,NaN,NaN,NaN,44.4639307,26.0743576,Arcul de Triumf,82.000 
6120,3,77,88,110,decomand,lux,Etaj 5 / 10,1,2,2020,beton,bloc de apartamente,S+P+10E,NaN,NaN,1,44.5024231,26.0507678,Băneasa,139.000 
6121,3,69,NaN,69,decomand,1,Etaj 2 / 8,1,2,1985,altele,bloc de apartamente,P+8E,NaN,NaN,1,44.45882,26.12858,Teiul Doamnei,129.000 
6122,2,"72,24 ",NaN,"79,9 ",decomand,1,Etaj 4 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4152656,26.1883878,Theodor Pallady,72.900 
6123,2,55,NaN,NaN,decomand,1,Parter,NaN,NaN,2019,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,44.4317861,26.1234167,Calea Călăraşilor,115.000 
6124,4,"97,8 ",NaN,"117,36 ",semidecomand,1,Etaj 4 / 4,NaN,NaN,1950,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4371675,26.0984306,Universitate,88.900 
6125,3,129,NaN,154,decomand,1,Etaj 4 / 5,NaN,2,2007,beton,bloc de apartamente,P+5E,NaN,1,3,44.4836131,26.0900223,Herăstrău,349.900 
6126,2,52,NaN,58,semidecomand,1,Parter / 4,1,1,1985,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.3884318,26.1384595,Sud,65.000 
6127,3,99,NaN,114,decomand,lux,Etaj 6 / 9,1,2,2020,beton,bloc de apartamente,P+9E,NaN,NaN,1,44.414226,26.0871742,Parcul Carol,136.000 
6128,2,53,113,125,semidecomand,lux,Parter / 3,1,1,2015,beton,bloc de apartamente,D+P+3E,NaN,NaN,NaN,44.488698,26.0844342,Herăstrău,254.000 
6129,2,87,102,110,decomand,1,Parter / 5,1,2,2010,NaN,bloc de apartamente,P+5E,NaN,NaN,1 (închise),44.4800034,26.0868554,Nordului,209.000 
6130,2,59,65,65,NaN,1,Etaj 4 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4525106,26.1116722,Ştefan cel Mare,106.000 
6131,2,76,NaN,88,decomand,1,Etaj 1 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,1,NaN,44.4893361,26.1342105,Central,107.387 
6132,4,80,NaN,85,semidecomand,1,Etaj 9 / 10,1,2,1984,altele,bloc de apartamente,P+10E,NaN,NaN,1,44.4425616,26.1265299,Iancului,107.000 
6133,3,"104,72 ",NaN,"125,07 ",decomand,lux,Etaj 2 / 5,1,2,2018,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4626232,26.0802622,Kiseleff,425.000 
6134,1,29,NaN,NaN,decomand,1,Etaj 1 / 2,NaN,NaN,2000,NaN,casa/vila,P+2E,NaN,NaN,NaN,44.4873175,26.0509946,Bucureştii Noi,43.900 
6135,1,38,38,42,decomand,1,Etaj 1 / 12,1,1,1978,beton,bloc de apartamente,S+P+12E,NaN,NaN,1 (închise),44.4431956,26.1568877,Pantelimon,48.000 
6136,4,"136,82 ",173.5,200,decomand,1,Etaj 4 / 5,1,4,2013,beton,bloc de apartamente,P+5E,1,2,2,44.4594717,26.0836443,Kiseleff,750.000 
6137,1,37,NaN,37,decomand,1,Etaj 5 / 7,1,1,2015,beton,bloc de apartamente,P+7E,NaN,NaN,1 (închise),44.3767015,26.1070103,Brâncoveanu,43.000 
6138,3,99,NaN,99,decomand,1,Etaj 6 / 16,1,2,2010,altele,bloc de apartamente,P+16E,NaN,NaN,1,44.45188,26.14482,Doamna Ghica,104.000 
6139,3,79,82,102,decomand,1,Etaj 2 / 6,1,1,2020,beton,bloc de apartamente,S+P+6E,NaN,NaN,1,44.4379757,26.1235744,Iancului,140.600 
6140,1,40,43,50,decomand,1,Etaj 1 / 6,1,1,1980,caramida,bloc de apartamente,P+6E,NaN,NaN,1 (închise),44.4521042,26.0489154,Crângaşi,57.500 
6141,4,111,NaN,133,decomand,1,Etaj 2 / 10,1,2,1980,altele,bloc de apartamente,P+10E,NaN,NaN,4,44.4324658,26.0921154,Cişmigiu,265.000 
6142,5,111,NaN,133,decomand,lux,Etaj 2 / 10,1,2,Între 1977 şi 1990,beton,bloc de apartamente,P+10E,1,1,4 (închise),44.4338103,26.0945613,Universitate,265.000 
6143,5,206,245,300,decomand,lux,Ultimele 2 etaje / 12,1,3,2020,beton,bloc de apartamente,P+12E,NaN,2,2,44.4737339,26.0554264,1 Mai,750.000 
6144,2,66,66,76,decomand,1,Etaj 1 / 4,1,2,2020,beton,bloc de apartamente,D+P+4E,NaN,1,1,44.5325574,26.1742619,Pipera,73.720 
6145,2,44,44,55,semidecomand,1,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3763042,26.1273743,Apărătorii Patriei,40.100 
6146,1,41,NaN,43,semidecomand,1,Parter / 5,NaN,1,2007,NaN,bloc de apartamente,P+5E,NaN,NaN,1,44.4609684,26.0978193,Dorobanţi,86.000 
6147,3,"84,3 ",NaN,90,decomand,lux,Parter / 6,1,1,2017,NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,44.4787228,26.1130641,Floreasca,255.000 
6148,4,170,170,205,decomand,lux,Etaj 2 / 4,1,2,2002,beton,bloc de apartamente,S+P+4E,1,1,1,44.4685912,26.0910044,Primăverii,680.000 
6149,3,99,NaN,112,decomand,1,Etaj 5 / 9,1,2,2020,beton,bloc de apartamente,S+P+9E,NaN,NaN,1,44.4142997,26.087699,Parcul Carol,136.000 
6150,2,"55,5 ",NaN,"62,72 ",decomand,1,Etaj 7 / 11,1,1,2020,altele,bloc de apartamente,P+11E,NaN,NaN,1,44.3845608,26.0640251,Rahova,57.900 
6151,3,64,70,70,semidecomand,1,Etaj 2 / 10,1,1,1980,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4616603,26.1331527,Colentina,79.500 
6152,2,"51,96 ",NaN,55,semidecomand,1,Etaj 2 / 3,NaN,1,2021 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,NaN,44.379309,26.1352794,Berceni,63.150 
6153,3,71,NaN,77,semidecomand,1,Etaj 5 / 5,1,2,2017,altele,bloc de apartamente,P+5E,NaN,1,1,44.534,26.09871,Băneasa,120.000 
6154,2,48,NaN,51,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,1,1,44.4466766,25.9822394,NaN,40.500 
6155,2,58,NaN,70,decomand,1,Etaj 3 / 5,1,1,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,1,44.4834657,26.0984395,Aviaţiei,134.000 
6156,3,79,NaN,108,semidecomand,1,Etaj 5 / 10,1,2,2020,caramida,bloc de apartamente,P+10E,NaN,1,1,44.4784408,26.1099919,Barbu Văcărescu,244.000 
6157,2,55,NaN,63,decomand,lux,Etaj 3 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,1,1 (închise),44.3778523,26.1406148,Apărătorii Patriei,66.700 
6158,2,72,NaN,86,decomand,1,Etaj 6 / 7,1,1,2020,beton,bloc de apartamente,P+7E,1,NaN,NaN,44.4943931,26.1236321,Pipera,89.000 
6159,2,46,NaN,53,semidecomand,1,Etaj 3 / 3,1,1,2014,beton,bloc de apartamente,P+3E,NaN,1,1 (închise),44.3889005,26.0136565,Haliu,42.500 
6160,4,102,147,177,semidecomand,lux,Parter / 5,1,3,2021 (in constructie),beton,bloc de apartamente,S+P+5E,NaN,NaN,1,44.4461778,26.0842578,P-ţa Victoriei,286.160 
6161,2,59,NaN,NaN,decomand,1,Etaj 9 / 10,NaN,NaN,2020,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4379647,26.0048258,Militari,62.500 
6162,3,"71,56 ",NaN,"93,14 ",decomand,1,Etaj 1 / 5,1,2,2020,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,44.510683,26.072721,Băneasa,136.505 
6163,3,60,NaN,78,semidecomand,1,Parter / 8,NaN,1,1977,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4035863,26.1640435,1 Decembrie 1918,72.000 
6164,3,130,NaN,"158,16 ",decomand,lux,Etaj 1 / 5,1,2,2018,beton,bloc de apartamente,P+5E,1,1,1,44.4626232,26.0802622,Kiseleff,530.000 
6165,3,"78,66 ",NaN,"101,25 ",decomand,lux,Etaj 1 / 5,1,2,2020,beton,bloc de apartamente,D+P+5E,NaN,1,NaN,44.478851,26.0939749,Herăstrău,212.625 
6166,2,59,62,75,semidecomand,1,Etaj 1 / 2,1,1,1940,beton,bloc de apartamente,P+2E,NaN,NaN,1,44.4241662,26.1240817,Unirii,120.000 
6167,3,101,NaN,138,decomand,lux,Etaj 7 / 8,1,2,2017,beton,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4728321,26.1105578,Floreasca,265.000 
6168,2,"54,28 ",NaN,68,decomand,NaN,Etaj 3 / 3,NaN,1,NaN,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,44.4077,26.06195,Rahova,53.499 
6169,3,NaN,61,NaN,semidecomand,NaN,Etaj 6 / 10,1,1,1967,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),44.46278,26.0584735,1 Mai,107.500 
6170,2,55,NaN,83,decomand,1,Etaj 1 / 3,1,1,2019,caramida,bloc de apartamente,P+3E,NaN,NaN,NaN,44.4841514,26.0503437,Bucureştii Noi,109.900 
6171,2,55,NaN,57,semidecomand,lux,Etaj 2 / 3,NaN,1,2020,caramida,bloc de apartamente,P+3E,NaN,NaN,1,44.3817488,26.138172,Berceni,67.950 
6172,3,"64,74 ",NaN,"92,74 ",decomand,lux,Etaj 1 / 4,1,2,2021,NaN,bloc de apartamente,P+4E,NaN,NaN,2,44.4489171,26.1079257,Eminescu,149.000 
6173,2,56,NaN,56,decomand,1,Parter / 10,1,1,1981,altele,bloc de apartamente,P+10E,NaN,NaN,NaN,44.43942,26.15645,Chişinau,69.900 
6174,3,95,95,115,decomand,lux,Etaj 8 / 14,1,2,2017,beton,bloc de apartamente,P+14E,NaN,1,3,44.370615,26.1411998,Berceni,112.000 
6175,2,57,57,67,decomand,1,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,1,1,44.3719392,26.1290359,Apărătorii Patriei,58.570 
6176,2,51,NaN,"61,2 ",decomand,1,Etaj 4 / 11,1,1,2019,NaN,bloc de apartamente,P+11E,NaN,NaN,1,44.4300987,26.0126953,Lujerului,130.000 
6177,2,54,NaN,65,semidecomand,1,Parter / 4,1,1,1987,NaN,bloc de apartamente,P+4E,NaN,NaN,1,44.4820621,26.098215,Aviaţiei,125.000 
6178,3,76,NaN,91,semidecomand,1,Etaj 4 / 7,1,2,2018,beton,bloc de apartamente,P+7E,NaN,NaN,NaN,44.4775562,26.1123634,Aviaţiei,250.000 
6179,2,46,NaN,54,semidecomand,1,Etaj 1 / 4,1,1,2012,beton,bloc de apartamente,P+4E,NaN,NaN,2,44.3736,26.15515,Berceni,48.000 
6180,3,92,NaN,NaN,decomand,lux,Etaj 9 / 14,NaN,2,2008,NaN,bloc de apartamente,P+14E,NaN,NaN,NaN,44.4330116,26.1530283,Basarabia,169.000 
6181,1,40,NaN,50,decomand,lux,Etaj 3 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4881723,26.09308,Aviaţiei,92.700 
6182,2,101,NaN,119,decomand,lux,Etaj 4 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,44.5108874,26.0701438,Băneasa,142.800 
6183,3,77,NaN,80,decomand,1,Etaj 4 / 6,1,1,2013,NaN,bloc de apartamente,P+6E,NaN,NaN,1,44.4749346,26.0914686,Herăstrău,215.000 
6184,3,92,NaN,100,semidecomand,1,Mansarda / 4,1,2,1929,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4278406,26.0970831,Foişorul de Foc,159.000 
6185,2,59,NaN,NaN,decomand,1,Etaj 2 / 2,NaN,NaN,2012,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,44.3682708,26.1435543,Berceni,64.000 
6186,2,56,63,63,decomand,1,Etaj 5 / 8,1,1,1989,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4079687,26.0591526,Mărgeanului,60.000 
6187,2,52,NaN,63,decomand,1,Parter / 4,1,1,1990,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4777421,26.098745,Aviaţiei,115.000 
6188,2,60,60,68,decomand,lux,Etaj 2 / 3,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+3E+M,NaN,NaN,1,44.4374129,25.993864,Militari,68.500 
6189,3,116,140,140,decomand,1,Etaj 2 / 7,1,3,2020,beton,bloc de apartamente,S+P+7E,NaN,1,2,44.4519588,26.0845058,Ultracentral,281.500 
6190,2,52,NaN,60,decomand,1,Parter / 4,1,1,1987,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,44.48062,26.101218,Aviaţiei,112.000 
6191,2,50,50,NaN,decomand,1,Etaj 5 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,1,1 (închise),44.4458597,25.9818607,NaN,46.000 
6192,4,90,NaN,95,semidecomand,1,Etaj 3 / 8,1,2,1985,beton,bloc de apartamente,P+8E,NaN,NaN,2,44.4127951,26.1346327,Dristor,128.000 
6193,2,55,NaN,NaN,decomand,lux,Etaj 5,NaN,NaN,Între 2000 şi 2010,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,44.4479097,25.9790764,NaN,55.000 
6194,3,80,80,99,decomand,1,Etaj 6 / 8,1,2,2019,beton,bloc de apartamente,P+8E,NaN,1,2,44.3711031,26.1206279,Berceni,79.520 
6195,1,30,30,31,decomand,1,Etaj 5 / 10,1,1,1973,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),44.423722,26.0495263,Drumul Taberei,43.000 
6196,3,65,NaN,"82,8 ",semidecomand,1,Etaj 7 / 10,1,1,1978,NaN,bloc de apartamente,P+10E,NaN,NaN,1,44.4206039,26.0388184,Drumul Taberei,73.000 
6197,2,46,46,60,decomand,1,Etaj 3 / 3,1,1,2014,beton,bloc de apartamente,P+3E+M,NaN,1,1 (închise),44.3719088,26.1166799,Berceni,64.000 
6198,3,139,NaN,155,decomand,lux,Etaj 4 / 6,1,3,2019,beton,bloc de apartamente,S+P+6E,NaN,NaN,2,44.4585928,26.0799364,Kiseleff,450.000 
6199,1,44,NaN,57,decomand,lux,Etaj 1 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3649873,26.1529524,Central,40.900 
6200,2,42,NaN,45,semidecomand,1,Etaj 3 / 8,1,1,1968,beton,bloc de apartamente,S+P+8E,NaN,NaN,1 (închise),44.4306119,26.0996792,Cişmigiu,75.000 
6201,5,179,NaN,217,decomand,lux,Etaj 4 / 6,1,3,2012,beton,bloc de apartamente,P+6E,1,NaN,2,44.4669246,26.0919988,Primăverii,657.000 
6202,3,87,NaN,130,decomand,1,Etaj 4 / 5,1,2,2000,beton,bloc de apartamente,S+P+5E+M,1,1,1 (închise),44.482031,26.0912725,Herăstrău,209.500 
6203,3,78,NaN,85,decomand,1,Mansarda / 2,1,1,2020,beton,bloc de apartamente,P+2E+M,NaN,1,1,44.3894374,26.004109,Est,65.000 
6204,4,77,NaN,92,decomand,1,Etaj 1 / 10,1,2,1979,beton,bloc de apartamente,P+10E,NaN,NaN,3,44.3990102,26.0463193,Alexandriei,84.000 
6205,2,52,52,63,decomand,1,Etaj 1 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,1,1,44.4489995,25.9797151,NaN,46.500 
6206,2,67,NaN,82,semidecomand,lux,Etaj 1 / 5,1,1,2014,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.496296,26.0663891,Băneasa,165.000 
6207,3,145,NaN,180,NaN,NaN,Etaj 1 / 3,1,2,2015,NaN,bloc de apartamente,S+P+3E,1,NaN,1,44.4614464,26.0646988,Domenii,480.000 
6208,2,"89,74 ",NaN,"219,54 ",decomand,lux,Parter / 5,1,1,2017,altele,bloc de apartamente,P+5E,NaN,1,1,44.4437673,26.0975322,Romană,255.000 
6209,2,55,55,69,decomand,1,Etaj 2 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,1,1,44.3671024,26.1427355,Berceni,47.500 
6210,2,43,NaN,"61,8 ",decomand,1,Etaj 1 / 11,1,1,2018,beton,bloc de apartamente,P+11E,NaN,NaN,1,44.4344864,26.0774459,Politehnica,81.900 
6211,2,47,NaN,50,decomand,1,Etaj 3 / 8,1,1,1983,altele,bloc de apartamente,P+8E,NaN,NaN,1,44.41577,26.13722,Dristor,79.900 
6212,3,"75,41 ",NaN,103,semidecomand,1,Etaj 4 / 7,1,2,2016,NaN,bloc de apartamente,P+7E,NaN,NaN,NaN,44.4783574,26.11257,Barbu Văcărescu,235.000 
6213,2,"52,4 ",63,73,decomand,lux,Etaj 2 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,P+8E,NaN,1,1,44.3690861,26.1372116,Apărătorii Patriei,59.900 
6214,2,53,60,72,decomand,1,Etaj 1 / 10,1,1,1983,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),44.4177707,26.0206344,Drumul Taberei,75.000 
6215,3,60,60,75,decomand,1,Parter / 10,1,1,1977,beton,bloc de apartamente,P+10E,NaN,NaN,NaN,44.393702,26.0951697,Giurgiului,73.000 
6216,2,"71,21 ",NaN,"79,6 ",decomand,1,Etaj 4 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,2,44.4110818,26.1930232,Theodor Pallady,72.500 
6217,4,140,185,225,decomand,1,Etaj 2 / 6,1,3,2009,beton,bloc de apartamente,S+P+6E,NaN,1,2,44.4812096,26.0849019,Herăstrău,499.900 
6218,2,68,68,89,decomand,1,Etaj 4 / 8,1,1,1989,beton,bloc de apartamente,P+8E,NaN,NaN,3,44.4255603,26.1046387,Unirii,164.900 
6219,2,58,NaN,62,decomand,1,Etaj 5 / 8,1,1,1987,altele,bloc de apartamente,P+8E,NaN,NaN,2,44.4299127,26.1367617,P-ţa Muncii,107.000 
6220,2,55,55,66,decomand,1,Etaj 3 / 10,1,1,1984,beton,bloc de apartamente,P+10E,NaN,NaN,2 (închise),44.444104,26.1192438,Moşilor,87.000 
6221,2,68,NaN,82,decomand,1,Etaj 4 / 4,1,NaN,2019,NaN,bloc de apartamente,P+4E,NaN,NaN,1,44.4638827,26.1331235,Doamna Ghica,90.000 
6222,3,73,NaN,76,decomand,1,Etaj 4 / 8,1,2,1989,altele,bloc de apartamente,P+8E,NaN,NaN,1,44.42553,26.06823,Panduri,122.000 
6223,2,74,NaN,85,decomand,lux,Etaj 5 / 11,NaN,1,2017,beton,bloc de apartamente,S+P+11E,NaN,NaN,2,44.4723705,26.1106387,Floreasca,159.000 
6224,3,58,NaN,64,semidecomand,1,Etaj 8 / 10,NaN,1,1962,beton,bloc de apartamente,S+P+10E,NaN,NaN,1,44.45319,26.06566,Basarab,67.500 
6225,5,166,208,240,decomand,lux,Parter / 3,1,4,2020,beton,bloc de apartamente,D+P+3E,1,1,2,44.4615105,26.0646,1 Mai,590.000 
6226,1,"40,68 ",NaN,"48,7 ",decomand,1,Etaj 10 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,44.4123845,26.1996887,Theodor Pallady,44.748 
6227,1,"40,68 ",NaN,"48,7 ",decomand,1,Etaj 6 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,44.4103182,26.1983861,Theodor Pallady,44.748 
6228,2,61,65,72,decomand,1,Etaj 2,1,1,2018,beton,bloc de apartamente,NaN,NaN,NaN,2,44.3802295,26.1545778,Sud,56.000 
6229,3,56,NaN,59,semidecomand,1,Etaj 1 / 4,NaN,1,1968,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4120893,26.1541081,Nicolae Grigorescu,82.500 
6230,1,34,NaN,NaN,decomand,1,Etaj 5 / 10,1,1,1982,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),44.4604432,26.0706031,Turda,63.000 
6231,2,50,NaN,54,semidecomand,NaN,Etaj 6 / 8,NaN,1,1965,beton,bloc de apartamente,D+P+8E,NaN,1,1,44.3904668,26.117385,Berceni,63.000 
6232,4,94,NaN,100,semidecomand,1,Etaj 1 / 2,1,1,1938,beton,bloc de apartamente,P+2E,NaN,NaN,1,44.458145,26.086296,Aviatorilor,269.000 
6233,3,97,NaN,132,decomand,1,Etaj 1 / 3,1,2,2014,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,44.475191,26.0902649,Herăstrău,325.500 
6234,3,120,120,145,semidecomand,1,Etaj 1 / 2,1,1,1938,beton,bloc de apartamente,D+P+2E,NaN,NaN,3,44.438213,26.12008,Ferdinand,199.000 
6235,3,"90,05 ",100,NaN,NaN,1,Etaj 7 / 8,1,2,2009,caramida,bloc de apartamente,P+8E,1,NaN,1,44.4779936,26.0944135,Aviaţiei,250.000 
6236,3,73,NaN,80,semidecomand,1,Etaj 7 / 8,NaN,2,1980,beton,bloc de apartamente,S+P+8E,NaN,NaN,NaN,44.4464231,26.1223644,Moşilor,110.000 
6237,2,46,NaN,60,semidecomand,lux,Etaj 4 / 4,NaN,NaN,2011,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.5002742,26.0564074,Siseşti,79.500 
6238,4,152,NaN,183,decomand,1,Etaj 5 / 5,1,2,2018,altele,bloc de apartamente,P+5E,1,1,1,44.511127,26.031542,Băneasa,165.000 
6239,3,94,NaN,107,decomand,lux,Etaj 4 / 6,1,3,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,2,44.4412487,26.1149935,Dacia,237.500 
6240,3,61,NaN,71,semidecomand,1,Parter / 3,1,1,1966,caramida,bloc de apartamente,P+3E,NaN,NaN,1,44.4624851,26.1085276,Barbu Văcărescu,110.000 
6241,2,"71,21 ",NaN,"79,6 ",decomand,1,Etaj 2 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,2,44.414656,26.1870673,Theodor Pallady,72.500 
6242,2,53,53,64,decomand,1,Etaj 1 / 3,1,1,2019,beton,bloc de apartamente,S+P+3E+M,NaN,NaN,1,44.4035931,26.0515935,Rahova,60.000 
6243,4,90,NaN,95,semidecomand,1,Etaj 4 / 8,1,2,1984,beton,bloc de apartamente,P+8E,NaN,NaN,2,44.4149255,26.1365551,Dristor,130.000 
6244,2,83,105,110,decomand,1,Etaj 3 / 3,1,1,2017,beton,bloc de apartamente,S+P+3E,NaN,1,2,44.4647575,26.1684857,NaN,56.000 
6245,2,56,NaN,70,decomand,lux,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,1,1 (închise),44.3750393,26.1119412,Brâncoveanu,83.500 
6246,5,156,NaN,183,decomand,1,Parter / 4,1,3,2015,beton,bloc de apartamente,P+4E,1,1,NaN,44.4498341,26.0712116,Titulescu,365.000 
6247,3,115,115,139,semidecomand,lux,Etaj 5 / 7,1,3,2020,beton,bloc de apartamente,S+P+7E,2,2,3,44.4519789,26.0848681,Victoriei,354.985 
6248,4,82,82,90,decomand,1,Etaj 1 / 8,1,2,NaN,NaN,bloc de apartamente,P+8E,NaN,NaN,2 (închise),44.4378731,26.1191098,Moşilor,132.000 
6249,3,115,NaN,NaN,decomand,lux,Parter / 5,NaN,2,2015,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4491661,26.1077943,Eminescu,230.000 
6250,2,"46,5 ",46.5,"53,01 ",decomand,1,Parter / 8,1,1,2020,beton,bloc de apartamente,D+P+8E,NaN,1,1 (închise),44.4589447,25.9795918,NaN,38.362 
6251,3,63,NaN,75,semidecomand,1,Etaj 2 / 4,1,NaN,1972,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4264999,26.102994,Drumul Taberei,69.000 
6252,3,112,140,176,NaN,lux,Ultimele 2 etaje,1,3,2020,beton,bloc de apartamente,S+P,NaN,2,2,44.4735622,26.0553641,Domenii,423.264 
6253,1,29,NaN,32,semidecomand,1,Parter / 10,1,1,1978,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4300474,26.026736,Lujerului,46.000 
6254,2,78,NaN,85,decomand,1,Mansarda / 2,1,1,2020,beton,bloc de apartamente,P+2E+M,NaN,1,NaN,44.3893683,26.0040803,Est,65.000 
6255,3,88,88,106,decomand,1,Etaj 2 / 6,1,2,2020,beton,bloc de apartamente,P+6E,NaN,1,2,44.3672997,26.1545349,Sud,85.000 
6256,3,67,NaN,88,semidecomand,1,Etaj 9 / 11,1,2,2019,beton,bloc de apartamente,D+P+11E,1,1,1,44.4757487,26.1111327,Barbu Văcărescu,145.000 
6257,3,119,NaN,NaN,decomand,lux,Etaj 6 / 16,NaN,2,2014,NaN,bloc de apartamente,P+16E,NaN,NaN,NaN,44.4516611,26.1455167,Doamna Ghica,149.900 
