,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Latitudine,Longitudine,Zona,Pret
3042,3,85,85,90,semidecomand,1,Etaj 2 / 3,1,1,2011,beton,bloc de apartamente,S+P+3E,NaN,NaN,2 (închise),44.4511691,26.0726716,Titulescu,159.000 
3043,2,58,58,64,decomand,1,Etaj 1 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,58,68,1,44.3687184,26.1144483,Berceni,47.232 
3044,2,55,61,75,decomand,1,Etaj 1 / 4,1,1,2021 (in constructie),caramida,bloc de apartamente,P+4E,NaN,NaN,1,44.4502056,26.0456313,Crângaşi,88.000 
3045,4,95,NaN,100,decomand,1,Etaj 7 / 8,1,2,1986,altele,bloc de apartamente,P+8E,NaN,NaN,1,44.41136,26.08346,Sebastian,98.000 
3046,2,46,NaN,60,decomand,1,Etaj 3 / 3,1,1,2014,altele,bloc de apartamente,P+3E,NaN,NaN,1,44.40564,26.1755689,Balta Albă,57.500 
3047,2,"42,63 ",NaN,50,semidecomand,1,Etaj 1 / 7,1,1,2009,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.429046,26.127999,Decebal,99.000 
3048,2,46,46,NaN,semidecomand,1,Etaj 1 / 7,1,1,1965,beton,bloc de apartamente,P+7E,NaN,NaN,NaN,44.4612616,26.0582832,Griviţa,57.000 
3049,1,32,NaN,42,semidecomand,NaN,Etaj 6 / 8,1,1,1980,caramida,bloc de apartamente,P+8E,NaN,NaN,1,44.4364703,26.0265664,Lujerului,38.500 
3050,3,50,NaN,60,semidecomand,2,Etaj 9 / 10,1,1,1973,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4260416,26.0166978,Drumul Taberei,49.000 
3051,1,35,NaN,42,decomand,1,Etaj 2 / 7,NaN,1,2020,caramida,bloc de apartamente,D+P+7E,NaN,1,1,44.4363465,25.987803,Militari,31.900 
3052,3,"65,2 ",NaN,"79,23 ",semidecomand,1,Etaj 8 / 8,1,2,1982,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.414505,26.134553,Mihai Bravu,83.500 
3053,2,"52,85 ",NaN,56,semidecomand,1,Etaj 7 / 10,1,1,1986,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4319119,26.1368505,P-ţa Muncii,89.700 
3054,2,60,NaN,NaN,decomand,1,Etaj 2 / 10,NaN,NaN,Între 1977 şi 1990,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.410081,26.113259,Tineretului,104.999 
3055,3,45,NaN,50,semidecomand,3,Parter / 4,1,1,1980,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4314074,26.0098118,Militari,49.000 
3056,3,140,NaN,180,decomand,1,Etaj 3 / 3,1,1,2008,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,44.4851359,26.0353553,Bucureştii Noi,160.000 
3057,3,74,74,84,decomand,1,Etaj 1 / 3,1,2,2020,beton,bloc de apartamente,S+P+3E,NaN,NaN,1,44.492499,26.1270828,Nordului,119.000 
3058,6,250,255,260,decomand,1,Etaj 1 / 1,1,2,Între 1941 şi 1977,beton,bloc de apartamente,P+1E,NaN,1,NaN,44.4303425,26.0655612,Cotroceni,450.000 
3059,3,68,NaN,NaN,decomand,1,Etaj 2 / 9,NaN,2,2018,NaN,bloc de apartamente,P+9E,NaN,NaN,NaN,44.4779274,26.1221039,Barbu Vacarescu,132.000 
3060,2,55,NaN,66,decomand,lux,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,1,1,44.3662676,26.1107015,Brâncoveanu,53.500 
3061,1,36,NaN,39,decomand,1,Etaj 1 / 4,NaN,1,1974,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4231671,26.0154321,Drumul Taberei,39.500 
3062,3,135,NaN,155,semidecomand,lux,Etaj 6 / 6,1,2,2017,NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,44.4333446,26.1250746,Calea Călăraşilor,143.900 
3063,4,"93,56 ",103,103,decomand,1,Etaj 5 / 10,1,2,1982,beton,bloc de apartamente,S+P+10E,NaN,NaN,3 (închise),44.3842976,26.1204123,Alexandru Obregia,114.500 
3064,3,90,95,100,semidecomand,1,Etaj 2 / 3,1,1,1940,beton,bloc de apartamente,S+P+3E,NaN,NaN,3,44.4383238,26.1142377,Moşilor,95.000 
3065,3,"76,4 ",NaN,88,decomand,1,Etaj 7 / 8,1,2,1988,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4365617,26.0347893,Virtuţii,99.000 
3066,3,100,100,114,semidecomand,1,Etaj 2 / 4,1,2,2017,beton,bloc de apartamente,S+P+4E,NaN,1,2,44.512678,26.1400414,Pipera,116.000 
3067,2,45,50,50,semidecomand,1,Etaj 1 / 3,1,1,2020,beton,bloc de apartamente,S+P+3E,NaN,NaN,1,44.5491215,26.0841384,Central,55.000 
3068,4,84,NaN,94,decomand,1,Etaj 4 / 4,1,2,1986,beton,bloc de apartamente,S+P+4E,NaN,NaN,2 (închise),44.4653188,26.1457448,Colentina,85.000 
3069,3,75,89,95,semidecomand,1,Etaj 2 / 8,1,1,1976,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.44564,26.1532098,Chişinau,74.900 
3070,3,66,NaN,NaN,decomand,1,Etaj 3 / 4,NaN,1,Între 1941 şi 1977,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4551269,26.0629028,Griviţa,78.000 
3071,2,64,NaN,NaN,decomand,NaN,Etaj 1 / 4,NaN,NaN,NaN,NaN,NaN,P+4E,NaN,NaN,NaN,44.5530789,26.1021917,Est,66.000 
3072,6,135,NaN,150,decomand,lux,Etaj 5 / 7,1,2,1958,NaN,bloc de apartamente,P+7E,NaN,NaN,4,44.4438762,26.0995984,Romană,199.900 
3073,3,64,NaN,64,decomand,1,Etaj 4 / 10,1,1,1974,altele,bloc de apartamente,P+10E,NaN,1,1,44.46255,26.12925,Teiul Doamnei,70.000 
3074,3,66,NaN,66,decomand,1,Parter / 4,1,1,1969,altele,bloc de apartamente,P+4E,NaN,NaN,1,44.4112,26.17815,Theodor Pallady,67.900 
3075,3,68,68,73,decomand,1,Etaj 8 / 10,1,1,1979,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),44.443112,26.1363233,Iancului,84.000 
3076,2,62,NaN,75,decomand,1,Etaj 1 / 6,1,1,2016,NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,44.4555944,26.0808975,Victoriei,144.800 
3077,2,"69,5 ",69.5,"69,5 ",decomand,1,Etaj 2 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.4059432,26.1656015,Nicolae Grigorescu,84.000 
3078,3,60,63,63,semidecomand,1,Etaj 6 / 10,1,1,1973,NaN,bloc de apartamente,P+10E,NaN,NaN,1,44.437809,26.1365516,Mihai Bravu,72.000 
3079,2,73,73,80,decomand,lux,Etaj 2 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.502647,26.1262602,Pipera,77.046 
3080,4,135,NaN,180,decomand,lux,Etaj 9 / 9,1,2,2019,beton,bloc de apartamente,P+9E,NaN,1,NaN,44.4522452,26.077374,Victoriei,349.990 
3081,3,106,NaN,144,semidecomand,1,Etaj 1 / 3,1,2,2006,beton,bloc de apartamente,S+P+3E,NaN,1,2 (închise),44.4222949,26.1025035,Unirii,230.000 
3082,1,41,NaN,51,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+7E,NaN,1,1,44.4127263,26.1921571,1 Decembrie 1918,44.000 
3083,3,60,63,63,semidecomand,1,Etaj 6 / 10,1,1,1973,NaN,bloc de apartamente,P+10E,NaN,NaN,1,44.437809,26.1365516,Mihai Bravu,72.000 
3084,2,73,73,80,decomand,lux,Etaj 2 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.502647,26.1262602,Pipera,77.046 
3085,4,135,NaN,180,decomand,lux,Etaj 9 / 9,1,2,2019,beton,bloc de apartamente,P+9E,NaN,1,NaN,44.4522452,26.077374,Victoriei,349.990 
3086,3,106,NaN,144,semidecomand,1,Etaj 1 / 3,1,2,2006,beton,bloc de apartamente,S+P+3E,NaN,1,2 (închise),44.4222949,26.1025035,Unirii,230.000 
3087,1,41,NaN,51,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+7E,NaN,1,1,44.4127263,26.1921571,1 Decembrie 1918,44.000 
3088,3,81,81,110,decomand,lux,Etaj 2 / 11,1,2,2020,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.448946,26.0229842,Lujerului,83.900 
3089,3,81,81,110,decomand,lux,Etaj 3 / 11,1,2,2020,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4498243,26.0254521,Crângaşi,83.900 
3090,2,"51,61 ",NaN,"59,35 ",decomand,1,Demisol / 5,1,1,2010,beton,bloc de apartamente,D+P+5E,NaN,NaN,NaN,44.469949,26.113097,Floreasca,55.000 
3091,3,"84,19 ",99.22,"117,49 ",semidecomand,lux,Etaj 1 / 3,1,2,2020,beton,bloc de apartamente,S+P+3E,NaN,NaN,2,44.4508903,26.1129782,Ştefan cel Mare,211.775 
3092,2,50,50,56,semidecomand,1,Etaj 5 / 9,1,1,NaN,NaN,bloc de apartamente,P+9E,NaN,NaN,NaN,44.4442618,26.1703393,Pantelimon,55.000 
3093,4,125,125,150,decomand,lux,Parter / 1,1,2,2005,caramida,casa/vila,D+P+1E,NaN,2,2,44.4933968,26.0779738,Băneasa,235.000 
3094,4,"115,76 ",NaN,"144,49 ",decomand,lux,Etaj 4 / 7,1,3,2016,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4410069,26.10997,Batistei,340.000 
3095,2,48,48,53,semidecomand,1,Etaj 11 / 12,1,1,2020,caramida,bloc de apartamente,S+P+12E,NaN,NaN,1,44.433428,26.0201334,Gorjului,65.000 
3096,5,160,NaN,220,circul,1,Etaj 1 / 1,1,2,1960,beton,casa/vila,P+1E,NaN,NaN,1,44.433782,26.134592,Calea Călăraşilor,145.000 
3097,2,45,NaN,48,semidecomand,1,Parter / 4,1,1,Între 1941 şi 1977,beton,bloc de apartamente,S+D+P+4E,NaN,NaN,NaN,44.4806703,26.0538457,Pajura,62.000 
3098,4,144,NaN,166,semidecomand,lux,Etaj 5 / 8,1,2,2019,beton,bloc de apartamente,S+D+P+8E,NaN,NaN,2,44.42024,26.07648,Unirii,200.000 
3099,3,64,NaN,72,decomand,1,Etaj 7 / 7,1,2,2020,beton,bloc de apartamente,P+7E,NaN,1,2,44.4432401,25.9835612,NaN,47.900 
3100,3,70,NaN,NaN,semidecomand,NaN,Etaj 1 / 2,NaN,NaN,2020,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,44.4773769,26.0368936,Bucureştii Noi,94.900 
3101,2,51,NaN,73,decomand,1,Etaj 2 / 5,1,1,2020,beton,bloc de apartamente,S+D+P+5E,NaN,NaN,1,44.4664279,26.1746885,Fundeni,63.100 
3102,3,"67,7 ",NaN,"81,24 ",decomand,1,Etaj 5 / 6,1,2,2020,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4474036,25.9910639,Militari,54.000 
3103,3,88,NaN,103,semidecomand,1,Etaj 4 / 4,1,2,1930,NaN,bloc de apartamente,S+P+4E+M,NaN,1,1,44.4393191,26.1101901,Universitate,110.000 
3104,2,45,NaN,NaN,decomand,1,Etaj 1 / 7,NaN,NaN,Între 1941 şi 1977,NaN,bloc de apartamente,P+7E,NaN,NaN,NaN,44.3856688,26.0912655,Giurgiului,53.000 
3105,3,72,NaN,72,semidecomand,1,Etaj 4 / 4,1,2,1978,altele,bloc de apartamente,P+4E,NaN,1,2,44.3799575,26.0901211,Berceni,69.900 
3106,3,100,100,115,semidecomand,1,Parter / 3,1,3,2011,beton,bloc de apartamente,P+3E,NaN,1,1,44.5245027,26.0535897,Băneasa,94.000 
3107,3,111,111,111,decomand,lux,Etaj 2 / 4,1,2,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.4960946,26.1264942,Pipera,149.000 
3108,2,"58,89 ",74.59,"100,16 ",nedecomand,lux,Parter / 11,1,2,NaN,beton,bloc de apartamente,S+P+11E,NaN,NaN,2,44.4835648,26.1086644,Aviaţiei,116.500 
3109,1,33,33,40,decomand,1,Etaj 1 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.378706,26.1962122,Sud,29.500 
3110,4,95,NaN,95,decomand,1,Etaj 2 / 10,1,2,1982,beton,bloc de apartamente,P+10E,NaN,NaN,NaN,44.45283,26.11032,Ştefan cel Mare,123.000 
3111,5,170,290,"333,5 ",NaN,lux,Etaj 6 / 6,1,3,2017,beton,bloc de apartamente,S+P+6E,NaN,2,3,44.4402462,26.1105039,Universitate,990.000 
3112,3,84,NaN,84,semidecomand,1,Parter / 6,1,2,2020,altele,bloc de apartamente,P+6E,NaN,1,NaN,44.4377256,26.1243829,Calea Călăraşilor,127.650 
3113,3,82,82,110,decomand,lux,Etaj 3 / 11,1,2,2020,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4463725,26.0232416,Lujerului,83.900 
3114,2,"50,2 ",NaN,57,decomand,1,Etaj 2 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.467254,26.010783,Giuleşti,54.800 
3115,3,67,NaN,67,semidecomand,1,Etaj 3 / 8,1,2,1984,altele,bloc de apartamente,P+8E,NaN,NaN,NaN,44.44588,26.1435,Iancului,96.000 
3116,2,52,52,60,decomand,1,Etaj 1 / 8,1,1,1985,beton,bloc de apartamente,S+P+8E,NaN,NaN,1 (închise),44.4130421,26.0615852,Rahova,59.500 
3117,1,"43,75 ",47.37,"58,35 ",semidecomand,lux,Etaj 1 / 8,1,1,NaN,beton,bloc de apartamente,S+P+8E,NaN,NaN,1,44.4839514,26.1091483,Aviaţiei,72.500 
3118,2,50,NaN,56,semidecomand,1,Etaj 6 / 10,1,1,1978,altele,bloc de apartamente,P+10E,NaN,NaN,1,44.43574,26.04392,Politehnica,76.500 
3119,3,61,65,65,decomand,1,Parter / 1,1,1,1926,beton,casa/vila,P+1E,NaN,NaN,NaN,44.4333895,26.1012513,Universitate,78.500 
3120,2,64,NaN,70,decomand,1,Etaj 7 / 8,1,1,1994,NaN,bloc de apartamente,P+8E,NaN,NaN,2,44.417262,26.1320508,Vitan Mall,95.000 
3121,3,105,120,130,decomand,lux,Etaj 3 / 3,1,2,2020,beton,bloc de apartamente,S+P+3E,1,5,3,44.4556284,26.1159084,Ştefan cel Mare,169.500 
3122,3,72,NaN,NaN,semidecomand,lux,Etaj 10 / 11,NaN,NaN,Între 1977 şi 1990,NaN,bloc de apartamente,P+11E,NaN,NaN,NaN,44.4352961,26.0446565,Politehnica,99.970 
3123,4,113,150,167,decomand,lux,Ultimele 2 etaje / 11,1,3,2019,beton,bloc de apartamente,P+11E,NaN,1,2,44.418925,26.1700977,Titan,182.000 
3124,2,53,53,53,semidecomand,1,Etaj 3 / 9,1,1,1965,beton,bloc de apartamente,S+P+9E,NaN,NaN,1 (închise),44.3810867,26.1203439,Alexandru Obregia,58.000 
3125,4,77,NaN,81,semidecomand,1,Etaj 6 / 8,1,2,1980,beton,bloc de apartamente,P+8E,NaN,NaN,2,44.4341706,26.0113763,Gorjului,111.000 
3126,3,64,NaN,64,decomand,1,Etaj 10 / 11,1,1,1973,altele,bloc de apartamente,P+11E,NaN,NaN,NaN,44.44299,26.16515,Morarilor,76.900 
3127,1,30,NaN,35,decomand,1,Etaj 5 / 8,NaN,1,2020,caramida,bloc de apartamente,D+P+8E,NaN,NaN,1,44.4360258,25.9840391,Militari,28.500 
3128,2,48,NaN,NaN,decomand,lux,Etaj 4 / 10,NaN,NaN,2019,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4783779,26.1226393,Barbu Văcărescu,99.000 
3129,2,"44,8 ",NaN,"53,76 ",decomand,1,Parter / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4473459,25.9842816,Militari,39.500 
3130,3,72,80,98,decomand,lux,Etaj 4 / 12,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,44.4741953,26.0554898,Domenii,159.035 
3131,3,86,86,97,decomand,1,Etaj 2 / 6,1,2,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,2,44.3601205,26.1497332,Berceni,74.450 
3132,3,58,62,65,semidecomand,1,Etaj 2 / 7,1,1,1970,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4728679,26.0479309,Chibrit,78.000 
3133,2,NaN,NaN,NaN,NaN,NaN,Parter / 8,NaN,NaN,NaN,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4513899,26.1245388,Obor,58.000 
3134,3,100,100,NaN,decomand,1,Etaj 3 / 3,1,1,2012,NaN,bloc de apartamente,P+3E,NaN,NaN,3 (2 închise),44.398041,26.1729548,Nicolae Grigorescu,98.000 
3135,3,78,NaN,88,decomand,1,Etaj 1 / 8,1,2,1989,caramida,bloc de apartamente,P+8E,NaN,1,2,44.4121765,26.1411681,Vitan,93.000 
3136,2,"65,5 ",65.5,"65,5 ",decomand,1,Demisol / 1,1,2,1940,beton,bloc de apartamente,D+P+1E,NaN,1,NaN,44.4407999,26.1077136,Universitate,65.500 
3137,3,80,80,92,semidecomand,1,Etaj 10 / 11,1,2,2019,beton,bloc de apartamente,D+P+11E,NaN,NaN,1,44.404934,25.988872,Drumul Taberei,68.579 
3138,3,"70,71 ",70.71,"81,43 ",decomand,1,Etaj 2 / 7,1,2,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4139284,26.1892717,Titan,72.400 
3139,3,77,77,95,decomand,1,Etaj 6 / 6,1,2,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,2,44.3650576,26.1529962,Berceni,69.900 
3140,2,62,NaN,72,decomand,lux,Etaj 10 / 10,1,2,2019,beton,bloc de apartamente,P+10E,NaN,1,2,44.4779826,26.1210723,Barbu Văcărescu,140.000 
3141,4,"108,44 ",NaN,120,semidecomand,1,Parter / 3,1,2,1937,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.45821,26.087576,Aviatorilor,264.990 
3142,2,54,NaN,58,decomand,lux,Parter / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,44.4434281,26.0198088,Uverturii,73.900 
3143,3,66,NaN,72,decomand,1,Etaj 11 / 11,1,2,2009,beton,bloc de apartamente,P+11E,NaN,1,1,44.4221531,26.1804792,Titan,89.000 
3144,2,45,46,50,decomand,1,Etaj 5 / 7,1,1,1970,beton,bloc de apartamente,S+P+7E,NaN,NaN,1 (închise),44.4081591,26.090859,Parcul Carol,72.000 
3145,3,57,60,65,semidecomand,1,Etaj 4 / 4,1,1,1960,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.4620486,26.1035865,Dorobanţi,95.000 
3146,2,60,NaN,76,decomand,lux,Etaj 6 / 7,1,1,2008,beton,bloc de apartamente,P+7E,NaN,1,1,44.4949699,26.1797699,Pipera,66.000 
3147,3,57,NaN,60,semidecomand,1,Etaj 8 / 10,1,1,1970,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.42605,26.03627,Drumul Taberei,64.000 
3148,2,54,NaN,57,decomand,1,Etaj 4 / 10,1,1,1968,beton,bloc de apartamente,P+10E,NaN,1,1,44.4238901,26.159289,Liviu Rebreanu,75.000 
3149,2,47,NaN,47,decomand,1,Parter / 5,1,1,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.3680207,26.106201,Brâncoveanu,50.000 
3150,2,52,52,62,decomand,1,Etaj 1 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.3903205,26.0887544,Giurgiului,46.700 
3151,1,"32,7 ",NaN,"32,7 ",decomand,1,Demisol / 2,NaN,1,1965,caramida,bloc de apartamente,D+P+2E,NaN,1,NaN,44.46682,26.10608,Floreasca,44.650 
3152,2,61,61,73,semidecomand,1,Etaj 3 / 3,1,1,1958,beton,bloc de apartamente,S+P+3E,NaN,NaN,NaN,44.4475722,26.1025243,P-ţa Romană,95.000 
3153,3,54,NaN,64,semidecomand,2,Etaj 1 / 4,1,1,1970,caramida,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4164676,26.1245427,Vitan,55.000 
3154,4,100,116,120,semidecomand,lux,Etaj 1 / 3,1,1,1891,beton,bloc de apartamente,S+P+3E+M,NaN,NaN,NaN,44.4334921,26.09393,Cişmigiu,117.000 
3155,2,55,NaN,55,semidecomand,1,Etaj 5 / 10,1,1,1984,altele,bloc de apartamente,P+10E,NaN,NaN,1,44.4381168,26.150443,Basarabia,66.000 
3156,4,124,135,"165,4 ",decomand,lux,Etaj 2 / 15,1,3,2020,beton,bloc de apartamente,S+P+15E,NaN,NaN,1,44.4651733,26.1014549,Primăverii,489.000 
3157,2,45,NaN,NaN,semidecomand,NaN,Etaj 4 / 8,NaN,NaN,NaN,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4052552,26.0954804,Eroii Revoluţiei,59.000 
3158,2,56,NaN,64,decomand,1,Etaj 7 / 8,NaN,NaN,NaN,beton,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4086433,26.0714721,Sebastian,62.500 
3159,3,72,NaN,84,semidecomand,1,Etaj 1 / 10,1,2,1981,altele,bloc de apartamente,P+10E,NaN,NaN,1,44.4492826,26.1213915,Ştefan cel Mare,94.900 
3160,4,100,115,135,decomand,lux,Etaj 3 / 7,1,2,2009,beton,bloc de apartamente,S+P+7E,NaN,NaN,2,44.4304066,26.1295931,Calea Călăraşilor,200.000 
3161,2,63,63,70,decomand,1,Etaj 2 / 4,1,1,1992,beton,bloc de apartamente,S+P+4E,NaN,1,1 (închise),44.4851291,26.0952712,Aviaţiei,114.900 
3162,2,60,64,70,decomand,1,Etaj 4 / 8,1,1,1991,beton,bloc de apartamente,S+P+8E,NaN,NaN,1 (închise),44.4196732,26.1201932,Nerva Traian,107.000 
3163,3,68,NaN,NaN,decomand,1,Etaj 2 / 10,NaN,2,2018,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4780678,26.1220757,Barbu Văcărescu,138.000 
3164,3,71,NaN,85,decomand,1,Etaj 1 / 4,1,2,2021 (in constructie),beton,bloc de apartamente,P+4E,NaN,NaN,1,44.3688559,26.1108692,Brâncoveanu,63.800 
3165,3,84,NaN,94,semidecomand,1,Etaj 2 / 10,1,2,1982,beton,bloc de apartamente,P+10E,NaN,NaN,2,44.45167,26.11942,Lizeanu,130.000 
3166,3,60,60,72,decomand,1,Etaj 1 / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,1,NaN,44.412808,26.1129922,Tineretului,125.000 
3167,3,79,NaN,95,decomand,1,Etaj 3 / 8,1,2,2021 (in constructie),beton,bloc de apartamente,P+8E,NaN,1,2,44.3711092,26.1125481,Berceni,68.000 
3168,3,81,NaN,86,decomand,1,Etaj 3 / 3,1,1,1945,beton,bloc de apartamente,P+3E,NaN,NaN,NaN,44.443072,26.119233,Calea Călăraşilor,90.000 
3169,1,29,NaN,39,semidecomand,1,Etaj 1 / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,1,1,44.4177012,26.1895932,Titan,33.900 
3170,3,"84,88 ",84.88,"105,39 ",semidecomand,lux,Etaj 7 / 8,1,2,2019,beton,bloc de apartamente,S+D+P+8E,NaN,NaN,1,44.44629,26.1092667,Dacia,173.950 
3171,2,"57,75 ",57.75,58,semidecomand,lux,Etaj 3 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E+M,NaN,NaN,1,44.4377669,25.987857,Militari,49.900 
3172,2,56,56,60,decomand,1,Etaj 5 / 9,1,1,1985,NaN,bloc de apartamente,S+P+9E,NaN,NaN,1,44.4525885,26.0981566,Dorobanţi,105.000 
3173,3,63,63,68,semidecomand,lux,Etaj 4 / 10,1,1,1970,beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),44.4441349,26.1280085,Ferdinand,92.000 
3174,2,69,69,80,decomand,1,Etaj 1 / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.4927504,26.1259782,Pipera,86.900 
3175,3,76,NaN,NaN,decomand,lux,Etaj 1 / 5,NaN,2,2018,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.5329077,26.0944194,Băneasa,117.900 
3176,3,79,84,NaN,semidecomand,1,Etaj 3 / 8,1,2,2011,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4900989,26.1554424,Pipera,93.000 
3177,3,80,NaN,NaN,decomand,lux,Etaj 1 / 3,NaN,1,2015,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,44.4084664,26.1346487,Vitan,120.000 
3178,3,66,NaN,66,decomand,1,Parter / 4,1,1,1969,altele,bloc de apartamente,P+4E,NaN,NaN,1,44.4112,26.17815,Titan,67.900 
3179,3,75,NaN,NaN,decomand,lux,Etaj 5 / 9,NaN,2,2020,NaN,bloc de apartamente,P+9E,NaN,NaN,NaN,44.4364124,25.9940359,Militari,83.900 
3180,3,"73,32 ",NaN,84,semidecomand,1,Parter,1,1,1950,NaN,casa/vila,NaN,NaN,NaN,1,44.423677,26.1270778,P-ţa Alba Iulia,93.000 
3181,2,54,59.5,68,decomand,lux,Etaj 6 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4952743,26.0027503,Bucureştii Noi,66.489 
3182,2,52,NaN,60,decomand,1,Etaj 1 / 5,NaN,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4529698,25.9826197,Militari,45.900 
3183,3,"70,3 ",NaN,"84,9 ",decomand,1,Etaj 1 / 11,1,2,2023 (proiect),caramida,bloc de apartamente,P+11E,NaN,NaN,1,44.437955,26.1656292,Basarabia,98.500 
3184,3,106,NaN,169,circul,1,Etaj 1 / 2,1,1,1945,beton,bloc de apartamente,P+2E+M,NaN,NaN,1,44.4367955,26.0625968,Cotroceni,131.000 
3185,2,93,NaN,NaN,decomand,lux,Demisol / 5,NaN,NaN,2010,NaN,NaN,P+5E,NaN,NaN,NaN,44.435061,26.0265217,Lujerului,84.000 
3186,3,110,NaN,127,decomand,lux,Etaj 1 / 3,1,2,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,1,1,44.5514835,26.1127268,Băneasa,96.800 
3187,2,52,NaN,52,decomand,1,Etaj 4 / 8,1,1,1984,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.41404,26.14931,Dristor,75.300 
3188,1,31,NaN,33,semidecomand,1,Etaj 4 / 10,1,1,1980,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4126283,26.1350639,Dristor,49.000 
3189,2,"47,53 ",NaN,55,decomand,1,Etaj 4 / 4,1,1,1977,caramida,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4340743,26.1637699,Basarabia,62.500 
3190,3,66,66,79,decomand,1,Parter / 8,1,2,1984,beton,bloc de apartamente,S+P+8E,NaN,NaN,NaN,44.4046581,26.1076832,Tineretului,91.900 
3191,2,"47,6 ",47.6,56,decomand,1,Etaj 2 / 6,1,1,2021,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.3637951,26.1462838,Berceni,44.700 
3192,1,38,NaN,50,decomand,1,Etaj 4 / 4,1,1,1989,NaN,bloc de apartamente,P+4E,NaN,NaN,1,44.4305376,26.1245447,Decebal,60.000 
